date,oil_sentence_count,oil_sentences
1984-10-07,8,"Do I take it from what you've said about the platform, then, that you don't regard the language and don't regard in your own appointments, abortion position a test of any kind for justices—that it should be?"
1984-10-07,8,"I will grant you that interest rates were too high in 1980, and we can have another debate as to why—energy prices and so on."
1978-01-19,15,"I didn't know it then when I walked, but I've been trying to save energy ever since."
1978-01-19,15,"We've come through a long period of turmoil and doubt, but we've once again found our moral course, and with a new spirit, we are striving to express our best instincts to the rest of the world."
1978-01-19,15,"For the first time in a generation, we are not haunted by a major international crisis or by domestic turmoil, and we now have a rare and a priceless opportunity to address persistent problems and burdens which come to us as a nation—quietly and steadily getting worse over the years."
1978-01-19,15,Government cannot eliminate poverty or provide a bountiful economy or reduce inflation or save our cities or cure illiteracy or provide energy.
1978-01-19,15,"Never again should we neglect a growing crisis like the shortage of energy, where further delay will only lead to more harsh and painful solutions."
1978-01-19,15,Every day we spend more than $120 million for foreign oil.
1978-01-19,15,And we must use more of those fuels which are plentiful and more permanent.
1978-01-19,15,"But the fact remains that on the energy legislation, we have failed the American people."
1978-01-19,15,"Almost five years after the oil embargo dramatized the problem for us all, we still do not have a national energy program."
1978-01-19,15,"Almost five years after the oil embargo dramatized the problem for us all, we still do not have a national energy program."
1978-01-19,15,"Our main task at home this year, with energy a central element, is the nation's economy."
1978-01-19,15,"An effective energy program, strong investment and productivity, and controlled inflation will provide [improve] our trade balance and balance it, and it will help to protect the integrity of the dollar overseas."
1978-01-19,15,This requires strong economic performance by the industrialized democracies like ourselves and progress in resolving the global energy crisis.
1978-01-19,15,"Last fall, with the help of others, we succeeded in our vigorous efforts to maintain the stability of the price of oil."
1978-01-19,15,"But as many foreign leaders have emphasized to me personally and, I am sure, to you, the greatest future contribution that America can make to the world economy would be an effective energy conservation program here at home."
2002-01-08,0,
2001-08-10,2," We recoil at the idea of growing human beings for spare body parts, or creating life for our convenience."
2001-08-10,2," And while we must devote enormous energy to conquering disease, it is equally important that we pay attention to the moral concerns raised by the new frontier of human embryo stem cell research."
2020-03-11,0,
1998-08-17,0,
1980-01-23,34,"The 1980s have been born in turmoil, strife, and change."
1980-01-23,34,"Three basic developments have helped to shape our challenges: the steady growth and increased projection of Soviet military power beyond its own borders; the overwhelming dependence of the Western democracies on oil supplies from the Middle East; and the press of social and religious and economic and political change in the many nations of the developing world, exemplified by the revolution in Iran."
1980-01-23,34,The region which is now threatened by Soviet troops in Afghanistan is of great strategic importance: It contains more than two thirds of the world's exportable oil.
1980-01-23,34,"The Soviet effort to dominate Afghanistan has brought Soviet military forces to within 300 miles of the Indian Ocean and close to the Straits of Hormuz, a waterway through which most of the world's oil must flow."
1980-01-23,34,"The Soviet Union is now attempting to consolidate a strategic position, therefore, that poses a grave threat to the free movement of Middle East oil."
1980-01-23,34,It demands the participation of all those who rely on oil from the Middle East and who are concerned with global peace and stability.
1980-01-23,34,"During the past three years, you have joined with me to improve our own security and the prospects for peace, not only in the vital oil-producing area of the Persian Gulf region but around the world."
1980-01-23,34,The crises in Iran and Afghanistan have dramatized a very important lesson: Our excessive dependence on foreign oil is a clear and present danger to our nation's security.
1980-01-23,34,"At long last, we must have a clear, comprehensive energy policy for the United States."
1980-01-23,34,But Congress must act promptly now to complete final action on this vital energy legislation.
1980-01-23,34,"Our nation will then have a major conservation effort, important initiatives to develop solar power, realistic pricing based on the true value of oil, strong incentives for the production of coal and other fossil fuels in the United States, and our nation's most massive peacetime investment in the development of synthetic fuels."
1980-01-23,34,"Our nation will then have a major conservation effort, important initiatives to develop solar power, realistic pricing based on the true value of oil, strong incentives for the production of coal and other fossil fuels in the United States, and our nation's most massive peacetime investment in the development of synthetic fuels."
1980-01-23,34,The American people are making progress in energy conservation.
1980-01-23,34,Last year we reduced overall petroleum consumption by 8 percent and gasoline consumption by 5 percent below what it was the year before.
1980-01-23,34,Last year we reduced overall petroleum consumption by 8 percent and gasoline consumption by 5 percent below what it was the year before.
1980-01-23,34,Last year we reduced overall petroleum consumption by 8 percent and gasoline consumption by 5 percent below what it was the year before.
1980-01-23,34,"After consultation with the Governors, we will set gasoline conservation goals for each of the 50 states, and I will make them mandatory if these goals are not met."
1980-01-23,34,"After consultation with the Governors, we will set gasoline conservation goals for each of the 50 states, and I will make them mandatory if these goals are not met."
1980-01-23,34,I've established an import ceiling for 1980 of 8.2 million barrels a day—well below the level of foreign oil purchases in 1977.
1980-01-23,34,I've established an import ceiling for 1980 of 8.2 million barrels a day—well below the level of foreign oil purchases in 1977.
1980-01-23,34,I've established an import ceiling for 1980 of 8.2 million barrels a day—well below the level of foreign oil purchases in 1977.
1980-01-23,34,"I expect our imports to be much lower than this, but the ceiling will be enforced by an oil import fee if necessary."
1980-01-23,34,I'm prepared to lower these imports still further if the other oil-consuming countries will join us in a fair and mutual reduction.
1980-01-23,34,"If we have a serious shortage, I will not hesitate to impose mandatory gasoline rationing immediately."
1980-01-23,34,"If we have a serious shortage, I will not hesitate to impose mandatory gasoline rationing immediately."
1980-01-23,34,"The single biggest factor in the inflation rate last year, the increase in the inflation rate last year, was from one cause: the skyrocketing prices of OPEC oil."
1980-01-23,34,"The single biggest factor in the inflation rate last year, the increase in the inflation rate last year, was from one cause: the skyrocketing prices of OPEC oil."
1980-01-23,34,We must take whatever actions are necessary to reduce our dependence on foreign oil—and at the same time reduce inflation.
1980-01-23,34,"As individuals and as families, few of us can produce energy by ourselves."
1980-01-23,34,"But all of us can conserve energy—every one of us, every day of our lives."
1980-01-23,34,Conserve energy.
1980-01-23,34,Make 1980 indeed a year of energy conservation.
1980-01-23,34,"With these energy and economic policies, we will make America even stronger at home in this decade—just as our foreign and defense policies will make us stronger and safer throughout the world."
1980-01-23,34,"We move into the 1980s with confidence and hope and a bright vision of the America we want: an America strong and free, an America at peace, an America with equal rights for all citizens— and for women, guaranteed in the United States Constitution—an America with jobs and good health and good education for every citizen, an America with a clean and bountiful life in our cities and on our farms, an America that helps to feed the world, an America secure in filling its own energy needs, an America of justice, tolerance, and compassion."
1984-04-30,0,
2001-06-07,1, Tax relief is an achievement for middle class families squeezed by high energy prices and credit card debt.
2014-01-28,21," An autoworker fine-tuned some of the best, most fuel-efficient cars in the world, and did his part to help America wean itself off foreign oil."
2014-01-28,21," An autoworker fine-tuned some of the best, most fuel-efficient cars in the world, and did his part to help America wean itself off foreign oil."
2014-01-28,21, More oil produced at home than we buy from the rest of the world – the first time that’s happened in nearly twenty years.
2014-01-28,21,"Now, one of the biggest factors in bringing more jobs back is our commitment to American energy."
2014-01-28,21," The all-of-the-above energy strategy I announced a few years ago is working, and today, America is closer to energy independence than we’ve been in decades."
2014-01-28,21,"One of the reasons why is natural gas – if extracted safely, it’s the bridge fuel that can power our economy with less of the carbon pollution that causes climate change."
2014-01-28,21,"One of the reasons why is natural gas – if extracted safely, it’s the bridge fuel that can power our economy with less of the carbon pollution that causes climate change."
2014-01-28,21, Businesses plan to invest almost $100 billion in new factories that use natural gas.
2014-01-28,21," I’ll cut red tape to help states get those factories built, and this Congress can help by putting people to work building fueling stations that shift more cars and trucks from foreign oil to American natural gas."
2014-01-28,21," I’ll cut red tape to help states get those factories built, and this Congress can help by putting people to work building fueling stations that shift more cars and trucks from foreign oil to American natural gas."
2014-01-28,21," I’ll cut red tape to help states get those factories built, and this Congress can help by putting people to work building fueling stations that shift more cars and trucks from foreign oil to American natural gas."
2014-01-28,21,"It’s not just oil and natural gas production that’s booming; we’re becoming a global leader in solar, too."
2014-01-28,21,"It’s not just oil and natural gas production that’s booming; we’re becoming a global leader in solar, too."
2014-01-28,21," Let’s continue that progress with a smarter tax policy that stops giving $4 billion a year to fossil fuel industries that don’t need it, so that we can invest more in fuels of the future that do."
2014-01-28,21,"And even as we’ve increased energy production, we’ve partnered with businesses, builders, and local communities to reduce the energy we consume."
2014-01-28,21," When we rescued our automakers, for example, we worked with them to set higher fuel efficiency standards for our cars."
2014-01-28,21," In the coming months, I’ll build on that success by setting new standards for our trucks, so we can keep driving down oil imports and what we pay at the pump."
2014-01-28,21,"Taken together, our energy policy is creating jobs and leading to a cleaner, safer planet."
2014-01-28,21," The shift to a cleaner energy economy won’t happen overnight, and it will require tough choices along the way."
2014-01-28,21," And when our children’s children look us in the eye and ask if we did all we could to leave them a safer, more stable world, with new sources of energy, I want us to be able to sayyes, we did."
2014-01-28,21, The America we want for our kids – a rising America where honest work is plentiful and communities are strong; where prosperity is widely shared and opportunity for all lets us go as far as our dreams and toil will take us – none of it is easy.
2005-09-16,3,"All major gasoline pipelines are now in operation, preventing the supply disruptions that many feared."
2005-09-16,3,"All major gasoline pipelines are now in operation, preventing the supply disruptions that many feared."
2005-09-16,3,"All major gasoline pipelines are now in operation, preventing the supply disruptions that many feared."
2004-07-17,0,
1984-06-06,0,
2022-03-26,6,We’ve aimed at the heart of Russia’s economy by stopping the imports of Russian energy to the United States.
2022-03-26,6,Over 400 private multinational companies have pulled out of doing business in Russia—left Russia completely—from oil companies to McDonald’s.
2022-03-26,6," First, Europe must end its dependence on Russian fossil fuels."
2022-03-26,6,"That’s why just yesterday, in Brussels, I announced a plan with the President of the European Commission to get Europe through the immediate energy crisis."
2022-03-26,6,"Over the long term, as a matter of economic security and national security and for the survivability of the planet, we all need to move as quickly as possible to clean, renewable energy."
2022-03-26,6,And we’ll work together to help get that done so that the days of any nation being subject to the whims of a tyrant for its energy needs are over.
1998-01-27,8,"But because the turmoil in Asia will have an impact on all the world's economies, including ours, making that negative impact as small as possible is the right thing to do for America and the right thing to do for a safer world."
1998-01-27,8,"We are determined to deny you the capacity to use them again.""  Last year the Senate ratified the Chemical Weapons Convention to protect our soldiers and citizens from poison gas."
1998-01-27,8,"Everyone knows elections have become too expensive, fueling a fundraising arms race."
1998-01-27,8,"The vast majority of scientists have concluded unequivocally that if we don't reduce the emission of greenhouse gases, at some point in the next century, we'll disrupt our climate and put our children and grandchildren at risk."
1998-01-27,8,"This past December, America led the world to reach a historic agreement committing our nation to reduce greenhouse gas emissions through market forces, new technologies, energy efficiency."
1998-01-27,8,"This past December, America led the world to reach a historic agreement committing our nation to reduce greenhouse gas emissions through market forces, new technologies, energy efficiency."
1998-01-27,8,"I propose $6 billion in tax cuts and research and development to encourage innovation, renewable energy, fuel-efficient cars, energy-efficient homes."
1998-01-27,8,"I propose $6 billion in tax cuts and research and development to encourage innovation, renewable energy, fuel-efficient cars, energy-efficient homes."
2016-01-12,14," It’s how we reformed our health care system, and reinvented our energy sector; how we delivered more care and benefits to our troops and veterans, and how we secured the freedom in every state to marry the person we love."
2016-01-12,14,"(Applause.) There you go! Yes! (Applause.) But after years now of record corporate profits, working families won’t get more opportunity or bigger paychecks just by letting big banks or big oil or hedge funds make their own rules at everybody else’s expense."
2016-01-12,14,It’s sure not the average family watching tonight that avoids paying taxes through offshore accounts.
2016-01-12,14,We need the same level of commitment when it comes to developing clean energy sources.
2016-01-12,14,"(Applause.) But even if -- even if the planet wasn’t at stake, even if 2014 wasn’t the warmest year on record -- until 2015 turned out to be even hotter -- why would we want to pass up the chance for American businesses to produce and sell the energy of the future?"
2016-01-12,14,"(Applause.) Listen, seven years ago, we made the single biggest investment in clean energy in our history."
2016-01-12,14,"On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year on their energy bills, and employs more Americans than coal -- in jobs that pay better than average."
2016-01-12,14,"We’re taking steps to give homeowners the freedom to generate and store their own energy -- something, by the way, that environmentalists and Tea Partiers have teamed up to support."
2016-01-12,14,"And meanwhile, we’ve cut our imports of foreign oil by nearly 60 percent, and cut carbon pollution more than any other country on Earth."
2016-01-12,14,"(Applause.) Now we’ve got to accelerate the transition away from old, dirtier energy sources."
2016-01-12,14,"Rather than subsidize the past, we should invest in the future -- especially in communities that rely on fossil fuels."
2016-01-12,14,"That’s why I’m going to push to change the way we manage our oil and coal resources, so that they better reflect the costs they impose on taxpayers and our planet."
2016-01-12,14,"With nearly 10,000 air strikes, we’re taking out their leadership, their oil, their training camps, their weapons."
2016-01-12,14,"(Applause.) Our military, our doctors, our development workers -- they were heroic; they set up the platform that then allowed other countries to join in behind us and stamp out that epidemic."
2019-01-19,0,
2003-03-17,1,"Do not destroy oil wells, a source of wealth that belongs to the Iraqi people."
1993-01-29,0,
1974-09-18,14,The food and oil crises demonstrate the extent of our interdependence.
1974-09-18,14,And many industrialized nations need the oil production of a few developing nations.
1974-09-18,14,Energy is required to produce food and food to produce energy--and both to provide a decent life for everyone.
1974-09-18,14,"The problems of food and energy can be resolved on the basis of cooperation, or can, I should say, [be] made unmanageable on the basis of confrontation."
1974-09-18,14,"Runaway inflation, propelled by food and oil price increases, is an early warning signal to all of us."
1974-09-18,14,Failure to cooperate on oil and food and inflation could spell disaster for every nation represented in this room.
1974-09-18,14,A global strategy for food and energy is urgently required.
1974-09-18,14,Just to maintain the present standards of living the world must almost double its output of food and energy to match the expected increase in the world's population by the end of this century.
1974-09-18,14,The traditional aid donors and the increasingly wealthy oil producers must join in this effort.
1974-09-18,14,"It has not been our policy to use food as a political weapon, despite the oil embargo and recent oil prices and production decisions."
1974-09-18,14,"It would be tempting for the United States--beset by inflation and soaring energy prices--to turn a deaf ear to external appeals for food assistance, or to respond with internal appeals for export controls."
1974-09-18,14,Now is the time for oil producers to define their conception of a global policy on energy to meet the growing need and to do this without imposing unacceptable burdens on the international monetary and trade system.
1974-09-18,14,Now is the time for oil producers to define their conception of a global policy on energy to meet the growing need and to do this without imposing unacceptable burdens on the international monetary and trade system.
1974-09-18,14,"If we fail to satisfy man's fundamental needs for energy and food, we face a threat not just to our aspirations for a better life for all our peoples but to our hopes for a more stable and a more peaceful world."
1989-05-12,0,
1978-10-24,0,
2020-02-04,7,"(Applause.) In other words, wealthy people and companies are pouring money into poor neighborhoods or areas that haven’t seen investment in many decades, creating jobs, energy, and excitement."
2020-02-04,7,"(Applause.) Thanks to our bold regulatory reduction campaign, the United States has become the number one producer of oil and natural gas anywhere in the world, by far."
2020-02-04,7,"(Applause.) Thanks to our bold regulatory reduction campaign, the United States has become the number one producer of oil and natural gas anywhere in the world, by far."
2020-02-04,7,"(Applause.) With the tremendous progress we have made over the past three years, America is now energy independent, and energy jobs, like so many other elements of our country, are at a record high."
2020-02-04,7,"Rocky was at a gas station when this vile criminal fired eight bullets at him from close range, murdering him in cold blood."
2020-02-04,7,(Applause.) And we have many in the pipeline.
2020-02-04,7,"And here, on this land, on this soil, on this continent, the most incredible dreams come true."
2011-05-25,1," And so to them, we must squarely acknowledge that, yes, we have enduring interests in the region -– to fight terror, sometimes with partners who may not be perfect; to protect against disruptions of the world’s energy supply."
2024-03-07,2,"During the pandemic, a shortage of semiconductors, chips that drove up the price of everything from cell phones to automobiles — and, by the way, we invented those chips right here in America.Well, instead of having to import them, instead of — private companies are now investing billions of dollars to build new chip factories here in America — creating tens of thousands of jobs, many of those jobs paying $100,000 a year and don’t require a college degree.In fact, my policies have attracted $650 billion in private-sector investment in clean energy, advanced manufacturing, creating tens of thousands of jobs here in America.And thanks — and thanks to our Bipartisan Infrastructure Law, 46,000 new projects have been announced all across your communities.And, by the way, I noticed some of you who’ve strongly voted against it are there cheering on that money coming in."
2024-03-07,2,"At least, I hope you don’t.I’m taking the most significant action ever on climate in the history of the world.I’m cutting our carbon emissions in half by 2030; creating tens of thousands of clean energy jobs, like the IBEW workers building and installing 500,000 electric vehicle charging stations — ; conserving 30 percent of America’s lands and waters by 2030; and taking action on environmental justice — fence-line communities smothered by the legacy of pollution.And patterned after the Peace Corps and AmericaCorps [AmeriCorps], I launched the Climate Corps — — to put 20,000 young people to work in the forefront of our clean energy future."
2010-01-27,15," As a result, millions of Americans had more to spend on gas and food and other necessities, all of which helped businesses keep more workers."
2010-01-27,15,Two hundred thousand work in construction and clean energy.
2010-01-27,15,There's no reason Europe or China should have the fastest trains or the new factories that manufacture clean energy products.
2010-01-27,15,"We should put more Americans to work building clean energy facilities and give rebates to Americans who make their homes more energy efficient, which supports clean energy jobs."
2010-01-27,15,They're making serious investments in clean energy because they want those jobs.
2010-01-27,15,And no area is more ripe for such innovation than energy.
2010-01-27,15,"You can see the results of last year's investments in clean energy in the North Carolina company that will create 1,200 jobs nationwide helping to make advanced batteries or in the California business that will put a thousand people to work making solar panels."
2010-01-27,15,"But to create more of these clean energy jobs, we need more production, more efficiency, more incentives."
2010-01-27,15,It means making tough decisions about opening new offshore areas for oil and gas development.
2010-01-27,15,It means making tough decisions about opening new offshore areas for oil and gas development.
2010-01-27,15,It means making tough decisions about opening new offshore areas for oil and gas development.
2010-01-27,15,It means continued investment in advanced biofuels and clean coal technologies.
2010-01-27,15,"And, yes, it means passing a comprehensive energy and climate bill with incentives that will finally make clean energy the profitable kind of energy in America."
2010-01-27,15,"But here's the thing: Even if you doubt the evidence, providing incentives for energy efficiency and clean energy are the right thing to do for our future, because the nation that leads the clean energy economy will be the nation that leads the global economy."
2010-01-27,15,"But at a time of record deficits, we will not continue tax cuts for oil companies, for investment fund managers, and for those making over $250,000 a year."
2017-06-29,47,(Applause.) It’s wonderful to be here with so many pioneers and visionaries from America’s energy industry—great industry.
2017-06-29,47,I want to thank the leaders of our great energy companies for joining us today and for supporting our efforts to bring true wealth and prosperity to our people.
2017-06-29,47,"They break through rock walls, mine the depths of the earth, and reach through the ocean floor, to bring every ounce of energy into our homes and commerce and into our lives."
2017-06-29,47,"Not only are they working with us on border security, but they share our desire to unleash American energy."
2017-06-29,47,And you’re doing it right now with energy.
2017-06-29,47,We’re here today to usher in a new American energy policy—one that unlocks million and millions of jobs and trillions of dollars in wealth.
2017-06-29,47,"For over 40 years, America was vulnerable to foreign regimes that used energy as an economic weapon."
2017-06-29,47,Americans’ quality of life was diminished by the idea that energy resources were too scarce to support our people.
2017-06-29,47,Many of us remember the long gas lines and the constant claims that the world was running out of oil and natural gas.
2017-06-29,47,Many of us remember the long gas lines and the constant claims that the world was running out of oil and natural gas.
2017-06-29,47,Americans were told that our nation could only solve this energy crisis by imposing draconian restrictions on energy production.
2017-06-29,47,The truth is that we have near-limitless supplies of energy in our country.
2017-06-29,47,"Powered by new innovation and technology, we are now on the cusp of a true energy revolution."
2017-06-29,47,"Our country is blessed with extraordinary energy abundance, which we didn’t know of, even five years ago and certainly ten years ago."
2017-06-29,47,"We have nearly 100 years’ worth of natural gas and more than 250 years’ worth of clean, beautiful coal."
2017-06-29,47,We are a top producer of petroleum and the number-one producer of natural gas.
2017-06-29,47,We are a top producer of petroleum and the number-one producer of natural gas.
2017-06-29,47,"(Applause.) With these incredible resources, my administration will seek not only American energy independence that we’ve been looking for so long, but American energy dominance."
2017-06-29,47,"We will export American energy all over the world, all around the globe."
2017-06-29,47,"These energy exports will create countless jobs for our people, and provide true energy security to our friends, partners, and allies all across the globe."
2017-06-29,47,"But this full potential can only be realized when government promotes energy development—that’s this guy right here, and he’ll do it better than anybody—instead of obstructing it like the Democrats."
2017-06-29,47,"We have to get out and do our job better and faster than anybody in the world, certainly when it comes to one of our great assets—energy."
2017-06-29,47,This vast energy wealth does not belong to the government.
2017-06-29,47,"(Applause.) Yet, for the past eight years, the federal government imposed massive job-killing barriers to American energy development."
2017-06-29,47,"Since my very first day in office, I have been moving at record pace to cancel these regulations and to eliminate the barriers to domestic energy production, like never before."
2017-06-29,47,I’m dramatically reducing restrictions on the development of natural gas.
2017-06-29,47,"We’re ending intrusive EPA regulations that kill jobs, hurt family farmers and ranchers, and raise the price of energy so quickly and so substantially."
2017-06-29,47,"(Applause.) Today, I am proudly announcing six brand-new initiatives to propel this new era of American energy dominance."
2017-06-29,47,"First, we will begin to revive and expand our nuclear energy sector—which I’m so happy about—which produces clean, renewable and emissions-free energy."
2017-06-29,47,A complete review of U.S. nuclear energy policy will help us find new ways to revitalize this crucial energy resource.
2017-06-29,47,"Second, the Department of the Treasury will address barriers to the financing of highly efficient, overseas coal energy plants."
2017-06-29,47,"Third, my administration has just approved the construction of a new petroleum pipeline to Mexico, which will further boost American energy exports, and that will go right under the wall, right?"
2017-06-29,47,"Third, my administration has just approved the construction of a new petroleum pipeline to Mexico, which will further boost American energy exports, and that will go right under the wall, right?"
2017-06-29,47,"Third, my administration has just approved the construction of a new petroleum pipeline to Mexico, which will further boost American energy exports, and that will go right under the wall, right?"
2017-06-29,47,"Fourth, just today, a major U.S. company, Sempra Energy, signed an agreement to begin negotiations for the sale of more American natural gas to South Korea."
2017-06-29,47,"But we will also be talking about them buying energy from the United States of America, and I’m sure they’ll like to do it."
2017-06-29,47,"(Applause.) Fifth, the United States Department of Energy is announcing today that it will approve two long-term applications to export additional natural gas from the Lake Charles LNG terminal in Louisiana."
2017-06-29,47,"Finally, in order to unlock more energy from the 94 percent of offshore land closed to development, under the previous administration, so much of our land was closed to development."
2017-06-29,47,"Finally, in order to unlock more energy from the 94 percent of offshore land closed to development, under the previous administration, so much of our land was closed to development."
2017-06-29,47,"We’re opening it up, the right areas, but we’re opening it up—we’re creating a new offshore oil and gas leasing program."
2017-06-29,47,"We’re opening it up, the right areas, but we’re opening it up—we’re creating a new offshore oil and gas leasing program."
2017-06-29,47,"We’re opening it up, the right areas, but we’re opening it up—we’re creating a new offshore oil and gas leasing program."
2017-06-29,47,America will be allowed to access the vast energy wealth located right off our shores.
2017-06-29,47,The golden era of American energy is now underway.
2017-06-29,47,"When it comes to the future of America’s energy needs, we will find it, we will dream it, and we will build it."
2017-06-29,47,"American energy will power our ships, our planes and our cities."
2017-06-29,47,"American hands will bend the steel and pour the concrete that brings this energy into our homes and that exports this incredible, newfound energy all around the world."
1993-04-30,2,We need your knowledge and your initiative and your energy.
1993-04-30,2,We need our older people who never will go back to college but have a lifetime of experience and energy to give to the young people of this country.
1987-12-10,0,
1984-01-25,1,There is renewed energy and optimism throughout the land.
2009-06-04,7,"Just as Muslims do not fit a crude stereotype, America is not the crude stereotype of a self-interested empire."
2009-06-04,7,"Tomorrow I will visit Buchenwald, which was part of a network of camps where Jews were enslaved, tortured, shot, and gassed to death by the Third Reich."
2009-06-04,7,"Many Gulf States have enjoyed great wealth as a consequence of oil, and some are beginning to focus it on broader development."
2009-06-04,7,"And while America in the past has focused on oil and gas when it comes to this part of the world, we now seek a broader engagement."
2009-06-04,7,"And while America in the past has focused on oil and gas when it comes to this part of the world, we now seek a broader engagement."
2009-06-04,7,"We'll open centers of scientific excellence in Africa, the Middle East, and Southeast Asia and appoint new science envoys to collaborate on programs that develop new sources of energy, create green jobs, digitize records, clean water, grow new crops."
2009-06-04,7,"And the issues that I have described will not be easy to address, but we have a responsibility to join together on behalf of the world that we seek, a world where extremists no longer threaten our people and American troops have come home, a world where Israelis and Palestinians are each secure in a state of their own and nuclear energy is used for peaceful purposes, a world where governments serve their citizens and the rights of all God's children are respected."
2018-07-24,1,"And I hope that, very soon, these fallen warriors will begin coming home to lay at rest in American soil."
2021-01-07,0,
1974-08-09,1,I have not subscribed to any partisan platform.
1996-01-23,2, I compliment the Republican leadership and the membership for the energy and determination you have brought to this task of balancing the budget.
1996-01-23,2," As we remember what happened in the Japanese subway, we can outlaw poison gas forever if the Senate ratifies the Chemical Weapons Convention this year."
1975-08-01,2,The benefits of peaceful nuclear energy are becoming more and more important.
1975-08-01,2,To the new dimensions of economic and energy issues that underline our own progress?
1982-09-20,0,
2015-03-07,3," A doctor described what tear gas does to the body, while marchers scribbled down instructions for contacting their loved ones."
2015-03-07,3, We gather here to honor the courage of ordinary Americans willing to endure billy clubs and the chastening rod; tear gas and the trampling hoof; men and women who despite the gush of blood and splintered bone would stay true to their North Star and keep marching towards justice.
2015-03-07,3," We are boisterous and diverse and full of energy, perpetually young in spirit."
1976-10-22,11,"I remember in 1973, in the depth of the energy crisis, when President Nixon called on the American people to make a sacrifice to cut down on the waste of gasoline, to cut down on the speed of automobiles."
1976-10-22,11,"I remember in 1973, in the depth of the energy crisis, when President Nixon called on the American people to make a sacrifice to cut down on the waste of gasoline, to cut down on the speed of automobiles."
1976-10-22,11,"I remember in 1973, in the depth of the energy crisis, when President Nixon called on the American people to make a sacrifice to cut down on the waste of gasoline, to cut down on the speed of automobiles."
1976-10-22,11,"Number two, that strip mining bill would have severely set back our need for more coal, and Governor Carter has said repeatedly that coal is the resource that we need to use more in the effort to become independent of the Arab oil supplies."
1976-10-22,11,"So, I vetoed it because of a loss of jobs and because it would have interfered with our energy independence program."
1976-10-22,11,We have no energy policy.
1976-10-22,11,"We, I think, are the only developed nation in the world that has no comprehensive energy policy to permit us to plan, in an orderly way, how to shift from increasing the scarce energy forms--oil--and have research and development concentrated on the increased use of coal, which I strongly favor--the research and development to be used primarily to make the coal burning be clean."
1976-10-22,11,"We, I think, are the only developed nation in the world that has no comprehensive energy policy to permit us to plan, in an orderly way, how to shift from increasing the scarce energy forms--oil--and have research and development concentrated on the increased use of coal, which I strongly favor--the research and development to be used primarily to make the coal burning be clean."
1976-10-22,11,"In the first place, as is the case with the environmental policy and energy policy that I just described, and the policy for nonproliferation of nuclear waste, this administration has no urban policy."
1976-10-22,11,I support the Republican platform which calls for a constitutional amendment that would outlaw abortions.
1976-10-22,11,We are at peace--not a single young American is fighting or dying on any foreign soil tonight.
1988-08-15,3,Then people waited in gas lines as well as unemployment lines.
1988-08-15,3,F.D.R. had run on a platform of eliminating useless boards and commissions and returning autonomy and authority to local governments and to the States.
1988-08-15,3,"We have a healthy skepticism of government, checking its excesses at the same time we're willing to harness its energy when it helps improve the lives of our citizens."
1989-12-20,0,
1974-09-08,0,
2009-12-01,0,
1990-10-01,2,"Thousands of Iraqis have been executed on political and religious grounds, and even more through a genocidal poison gas war waged against Iraq's own Kurdish villagers."
1990-10-01,2,"As a world community, we must act not only to deter the use of inhumane weapons like mustard and nerve gas but to eliminate the weapons entirely."
2017-12-18,3,They put American energy under lock and key.
2017-12-18,3,We have unlocked America’s vast energy resources.
2017-12-18,3,And it embraces a future of American energy dominance and self-sufficiency.
1980-08-14,30,"With gratitude and with determination I accept your nomination, and I am proud to run on the progressive and sound platform that you have hammered out at this convention."
1980-08-14,30,"I see a future of economic security-security that will come from tapping our own great resources of oil and gas, coal and sunlight, and from building the tools and technology and factories for a revitalized economy based on jobs and stable prices for everyone."
1980-08-14,30,"I see a future of economic security-security that will come from tapping our own great resources of oil and gas, coal and sunlight, and from building the tools and technology and factories for a revitalized economy based on jobs and stable prices for everyone."
1980-08-14,30,"And I see surrender—the surrender of our energy future to the merchants of oil, the surrender of our economic future to a bizarre program of massive tax cuts for the rich, service cuts for the poor, and massive inflation for everyone."
1980-08-14,30,"And I see surrender—the surrender of our energy future to the merchants of oil, the surrender of our economic future to a bizarre program of massive tax cuts for the rich, service cuts for the poor, and massive inflation for everyone."
1980-08-14,30,"In the long run, nothing is more crucial to the future of America than energy; nothing was so disastrously neglected in the past."
1980-08-14,30,"Long after the 1973 Arab oil embargo, the Republicans in the White House had still done nothing to meet the threat to the national security of our Nation."
1980-08-14,30,"Then, as now, their policy was dictated by the big oil companies."
1980-08-14,30,"We Democrats fought hard to rally our Nation behind a comprehensive energy policy and a good program, a new foundation for challenging and exciting progress."
1980-08-14,30,The battle to secure America's energy future has been fully and finally joined.
1980-08-14,30,We've reversed decades of dangerous and growing dependence on foreign oil.
1980-08-14,30,We are now importing 20 percent less oil—that is 1 1/2 million barrels of oil every day less than the day I took office.
1980-08-14,30,We are now importing 20 percent less oil—that is 1 1/2 million barrels of oil every day less than the day I took office.
1980-08-14,30,We are now importing 20 percent less oil—that is 1 1/2 million barrels of oil every day less than the day I took office.
1980-08-14,30,"And with our new energy policy now in place, we can discover more, produce more, create more, and conserve more energy, and we will use American resources, American technology, and millions of American workers to do it with."
1980-08-14,30,"Basically, their energy program has two parts."
1980-08-14,30,They want to reduce or abolish the synthetic fuels program.
