text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"@EddieTofpik Daily #TechnicalAnalysis on #Energy #Market covering #NYMEX #WTI #CrudeOil, ICE #Brent, NYMEX #Heating… https://t.co/2gCulKrdgY",FALSE,1,EddieTofpik,2019-07-04T11:56:56Z,TRUE,NA,1146749731982446593,35766116,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ADMISI_Live,0,FALSE,FALSE,NA,NA
"RT @plattsshipping: Panama-flagged #VLCC Grace-1, carrying #crudeoil to Syria, was detained along with its cargo early Thursday by Gibralta…",FALSE,0,NA,2019-07-04T11:52:44Z,FALSE,NA,1146748676947226625,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alvacan81,2,TRUE,FALSE,NA,NA
"RT @plattsshipping: Panama-flagged #VLCC Grace-1, carrying #crudeoil to Syria, was detained along with its cargo early Thursday by Gibralta…",FALSE,0,NA,2019-07-04T11:51:59Z,FALSE,NA,1146748485384847360,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GregSheaWorkBee,2,TRUE,FALSE,NA,NA
"04 July 2019 Evening PIVOT &amp; BREAKOUT LEVELS

#Commodity #CommodityBreakoutLevel #CommodityPivot #Bullionfox… https://t.co/uUfcmumPdr",FALSE,0,NA,2019-07-04T11:48:28Z,TRUE,NA,1146747602630672384,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BullionFoxComm,0,FALSE,FALSE,NA,NA
"#China – #PolyethyleneTerephthalatePET and its chain are about steady, with exception of #PX. #Crudeoil  contiues t… https://t.co/6mixa5P8rl",FALSE,0,NA,2019-07-04T11:45:48Z,TRUE,NA,1146746932662079488,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Polyestertime,0,FALSE,FALSE,NA,NA
"An #oil #refinery turns #crudeoil into products that are fit for end-use, in the quantities required by the market.… https://t.co/vr8eMU3w3a",FALSE,3,NA,2019-07-04T11:30:24Z,TRUE,NA,1146743053757157376,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",FuelsEurope,0,FALSE,FALSE,NA,NA
RT @macrohedged: Here is the Implied Volatility v Futures Price for WTI Crude Oil on Thursday: https://t.co/MUPJTOmV5F #CL_F #CrudeOil #WTI…,FALSE,0,NA,2019-07-04T11:29:02Z,FALSE,NA,1146742709715197952,NA,"<a href=""http://www.grouptweet.com"" rel=""nofollow"">GroupTweet</a>",Normaltrip,2,TRUE,FALSE,NA,NA
Kenya Airways and GE Aviation sign fuel-saving deal https://t.co/sAYbcNWftB | #oil #crudeoil #brentoil #forex #fx… https://t.co/nu0epkBAT1,FALSE,0,NA,2019-07-04T11:09:21Z,TRUE,NA,1146737759492759552,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",forexoilfort,0,FALSE,FALSE,NA,NA
"RT @hdfcsec: Hear our experts' overview of Commodity Pulse, with the  #podcast #Commodity #MCX #Metals #Bullion #CrudeOil #OilandGas #Commo…",FALSE,0,NA,2019-07-04T10:32:58Z,FALSE,NA,1146728600072179712,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rajani_vinay,1,TRUE,FALSE,NA,NA
Very good @SPGlobalPlatts special report on US #CrudeOil being delivered to Europe https://t.co/GTdBig1REq,FALSE,2,NA,2019-07-04T10:27:59Z,FALSE,NA,1146727346172547072,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alexbrog,0,FALSE,FALSE,NA,NA
"Hear our experts' overview of Commodity Pulse, with the  #podcast #Commodity #MCX #Metals #Bullion #CrudeOil… https://t.co/Sub61vIhcr",FALSE,3,NA,2019-07-04T10:09:04Z,TRUE,NA,1146722585389883392,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",hdfcsec,1,FALSE,FALSE,NA,NA
"The deterioration stemmed from a fall of US$2.8bn in #crudeoil and gas exports, which was partly offset by the high… https://t.co/dYixQodWUz",FALSE,1,FBNQuest,2019-07-04T10:08:42Z,TRUE,1146722349355622400,1146722496483381249,426092181,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FBNQuest,0,FALSE,FALSE,NA,NA
"The markets had been expecting more of a decline in US crude stocks.

👉🏼 Here's how they reacted to the results of… https://t.co/RfWwxDNd18",FALSE,0,NA,2019-07-04T09:43:56Z,TRUE,NA,1146716261944049669,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OrbexFX,0,FALSE,FALSE,NA,NA
"RT @aeberman12: Does increased tight oil production with fewer rigs mean ""doing more with less"" or just having a big savings account of 7,2…",FALSE,0,NA,2019-07-04T09:39:18Z,FALSE,NA,1146715096258895873,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AwsHenry,11,TRUE,FALSE,NA,NA
#Crudeoil bounced down from the ideal distribution area and attractor for a potential corrective wave in an incompl… https://t.co/yabybMvQp8,FALSE,0,NA,2019-07-04T09:29:12Z,TRUE,NA,1146712553306906624,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",thefinancialfor,0,FALSE,FALSE,NA,NA
"@EddieTofpik Daily #FREE #TechnicalAnalysis on #FOREX plus #Futures on #NYMEX #WTI #CrudeOil, #FTSE, #DAX, S&amp;P,… https://t.co/feFWlUr3JT",FALSE,1,EddieTofpik,2019-07-04T09:24:04Z,TRUE,NA,1146711261478039553,35766116,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ADMISI_Live,0,FALSE,FALSE,NA,NA
"RT @macrohedged: Here is Thursday's Crude Options surface overview: https://t.co/zEgMMwyniL 

 #CL_F #CrudeOil #WTI $USO #OOTT $UCO $DBO #…",FALSE,0,NA,2019-07-04T09:12:26Z,FALSE,NA,1146708335879688193,NA,"<a href=""https://testing123jp.webs.com/"" rel=""nofollow"">Testing123jp</a>",oilbot123,2,TRUE,FALSE,NA,NA
"Here is Thursday's Crude Options surface overview: https://t.co/zEgMMwyniL 

 #CL_F #CrudeOil #WTI $USO #OOTT $UCO $DBO #Brent $BNO $XLE",FALSE,1,NA,2019-07-04T09:00:11Z,FALSE,NA,1146705251732467712,NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>",macrohedged,2,FALSE,FALSE,NA,NA
WTI crude oil prices started falling despite EIA announcing a decrease in the US crude output data. How to trade… https://t.co/YHzz7hnHX2,FALSE,0,NA,2019-07-04T08:43:18Z,TRUE,NA,1146701003921809408,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",FXLeadersCom,0,FALSE,FALSE,NA,NA
"Panama-flagged #VLCC Grace-1, carrying #crudeoil to Syria, was detained along with its cargo early Thursday by Gibr… https://t.co/yR14QSCoPB",FALSE,2,NA,2019-07-04T08:42:26Z,TRUE,NA,1146700786367442944,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",plattsshipping,2,FALSE,FALSE,NA,NA
RT @AlfaFinancials: Live Signals for the Day! #LiveForexSignals #USDJPY #EURUSD #GOLD #CRUDEOIL #GBPUSD #ALFAFINANCIAL https://t.co/89o33sT…,FALSE,0,NA,2019-07-04T08:33:35Z,FALSE,NA,1146698559766634496,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OzbeyMu,1,TRUE,FALSE,NA,NA
Live Signals for the Day! #LiveForexSignals #USDJPY #EURUSD #GOLD #CRUDEOIL #GBPUSD #ALFAFINANCIAL https://t.co/89o33sTuMv,FALSE,3,NA,2019-07-04T08:28:52Z,FALSE,NA,1146697372254310400,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",AlfaFinancials,1,FALSE,FALSE,NA,NA
"#Oil prices ⬇️ edge down, pressured by U.S. supply..
#crudeoil #WTI #Brent #oott  
https://t.co/jeX2SUnIqL",FALSE,0,NA,2019-07-04T08:22:30Z,FALSE,NA,1146695769124233216,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AlexisAshi,0,FALSE,FALSE,NA,NA
RT @thefinancialfor: Join the FREE Plan and get access for free to the member's area and to the updates for the long term views of the majo…,FALSE,0,NA,2019-07-04T08:16:00Z,FALSE,NA,1146694133282742272,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thefinancialfor,1,TRUE,FALSE,NA,NA
RT @thefinancialfor: All outlooks for the FREE PLAN are updated for #EURUSD #GBPUSD #USDJPY #BITCOIN #RIPPLE #DJIA #SPX #DAX #Crudeoil #Gol…,FALSE,0,NA,2019-07-04T08:15:08Z,FALSE,NA,1146693913480245248,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thefinancialfor,1,TRUE,FALSE,NA,NA
"RT @thefinancialfor: Take your #trading and #investing to the next level with our PRO Plan!
*All the Charts
*All the Dashboards with fracta…",FALSE,0,NA,2019-07-04T08:14:35Z,FALSE,NA,1146693775219134469,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thefinancialfor,1,TRUE,FALSE,NA,NA
RT @macrohedged: For you this Thursday - Most active strikes by Open Interest change for Crude Oil. These are ranked by OI change not strik…,FALSE,0,NA,2019-07-04T08:12:29Z,FALSE,NA,1146693248318136321,NA,"<a href=""https://testing123jp.webs.com/"" rel=""nofollow"">Testing123jp</a>",oilbot123,2,TRUE,FALSE,NA,NA
"RT @aeberman12: Does increased tight oil production with fewer rigs mean ""doing more with less"" or just having a big savings account of 7,2…",FALSE,0,NA,2019-07-04T08:09:17Z,FALSE,NA,1146692442114203649,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Jabato111111,11,TRUE,FALSE,NA,NA
"RT @aeberman12: Does increased tight oil production with fewer rigs mean ""doing more with less"" or just having a big savings account of 7,2…",FALSE,0,NA,2019-07-04T08:03:36Z,FALSE,NA,1146691013764714496,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ANOTHERHUXIAO,11,TRUE,FALSE,NA,NA
#commodity  calls: see #mcx #crudeoil hit low 3891 watch for big downside up to 3700 if hold 3930 resistance zone !… https://t.co/Klwhr2jgbP,FALSE,1,NA,2019-07-04T08:02:07Z,TRUE,NA,1146690639414743041,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DSWINDIA,0,FALSE,FALSE,NA,NA
For you this Thursday - Most active strikes by Open Interest change for Crude Oil. These are ranked by OI change no… https://t.co/sotriH6JEb,FALSE,1,NA,2019-07-04T08:00:08Z,TRUE,NA,1146690140275978240,NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>",macrohedged,2,FALSE,FALSE,NA,NA
RT @NadiaErlam: Want an eco-friendly bank? Make sure to choose @triodosuk who invest in ethical projects across the world! I switched as I…,FALSE,0,NA,2019-07-04T07:50:29Z,FALSE,NA,1146687709798383616,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EdGrattan08,1,TRUE,FALSE,NA,NA
"#soyabean #soybeanmeal #hipro #poultryfeed #cattlefeed #soyoil #oil #crudeoil #FeedManufacturers

#Soymeal, Best… https://t.co/UU7AJspoNY",FALSE,1,NA,2019-07-04T07:42:19Z,TRUE,NA,1146685655193403393,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",BrevityPvt,0,FALSE,FALSE,NA,NA
Daily ORB price: 7/3/2019 https://t.co/bA0xFXwpSc | #oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude,FALSE,1,NA,2019-07-04T07:22:07Z,FALSE,NA,1146680574100287489,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",forexoilfort,0,FALSE,FALSE,NA,NA
"SELL WTI OIL @ 56.80
TP1  56.35
TP2  54.70
For more free signal join my telegram - https://t.co/Q9tvtFF8b3

#forex… https://t.co/gWTmbnmQM8",FALSE,0,NA,2019-07-04T07:19:07Z,TRUE,NA,1146679818739523585,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",forextivo,0,FALSE,FALSE,NA,NA
"RT @POLYMERUPDATE: Daily #Crude Insights:
By: @VandanaHari_SG 
.
.
Check: https://t.co/Ez968vRXv1                     
.
.
#OOTT #OilandGas…",FALSE,0,NA,2019-07-04T07:12:35Z,FALSE,NA,1146678175650463744,NA,"<a href=""https://testing123jp.webs.com/"" rel=""nofollow"">Testing123jp</a>",oilbot123,1,TRUE,FALSE,NA,NA
"RT @JRJ_ALHAJRI: #EIA weekly report as week ending June-28:

#CrudeOil Production ⬆️ 0.83% or ⬆️ 100k b/d W/W
Impports ⬆️ 6.56% or ⬆️ 571k…",FALSE,0,NA,2019-07-04T07:11:14Z,FALSE,NA,1146677835215462400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JRJ_ALHAJRI,2,TRUE,FALSE,NA,NA
"Daily #Crude Insights:
By: @VandanaHari_SG 
.
.
Check: https://t.co/Ez968vRXv1                     
.
.
#OOTT… https://t.co/slKufmlWNx",FALSE,0,NA,2019-07-04T07:07:12Z,TRUE,NA,1146676817492762626,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POLYMERUPDATE,1,FALSE,FALSE,NA,NA
"RT Oil prices fall a signs of slowing U.S. demand, economic concerns https://t.co/J86syaxL8z… https://t.co/CU672i16OL",FALSE,0,NA,2019-07-04T07:06:30Z,TRUE,NA,1146676644029091842,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT WATCH: Muslim women defy burkini ban at a French public pool https://t.co/8oaZGSMRFi #S&amp;P #Nasdaq #CrudeOil… https://t.co/7X7kKIx8u8,FALSE,0,NA,2019-07-04T07:06:30Z,TRUE,NA,1146676642292621313,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Rains ease in southern Japan but landslide risks persist https://t.co/rpToWyFn4k https://t.co/KuVIgJk89j #S&amp;P… https://t.co/DAgAljtBPj,FALSE,0,NA,2019-07-04T07:06:29Z,TRUE,NA,1146676639994195968,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Future tense: Fastest-growing market Asia rethinks coal's prospects https://t.co/LyXfQogyDS… https://t.co/ADp766dWnH,FALSE,0,NA,2019-07-04T07:06:29Z,TRUE,NA,1146676638387752962,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT Japan upper house poll begins, Abe's constitutional reform hopes at stake https://t.co/04z1j7SMxq… https://t.co/l4u6ShyfyY",FALSE,0,NA,2019-07-04T07:06:29Z,TRUE,NA,1146676636714250241,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Chinese state media says 'Western ideologues' to blame for Hong Kong unrest https://t.co/BxUbVYFLiT… https://t.co/cyz9Iz2HQp,FALSE,0,NA,2019-07-04T07:06:28Z,TRUE,NA,1146676634931650565,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT Oil prices edge down, pressured by U.S. supply https://t.co/0OzinCNz04 https://t.co/dVyl44GNoV #S&amp;P #Nasdaq… https://t.co/y8R9kwj9MP",FALSE,0,NA,2019-07-04T07:06:28Z,TRUE,NA,1146676632880652288,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Putin says ready to step up dialogue with U.S over disarmament: paper https://t.co/9VP0MooQx2… https://t.co/586wOGwfPK,FALSE,0,NA,2019-07-04T07:06:27Z,TRUE,NA,1146676631119044608,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Solar coolers help Nigerian traders tackle food waste https://t.co/S1GB5NtcOi #S&amp;P #Nasdaq #CrudeOil… https://t.co/3YVUb5FL0V,FALSE,0,NA,2019-07-04T07:06:27Z,TRUE,NA,1146676629529382912,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT In Brexit Britain, battling home lenders chase risk and pensioners https://t.co/CER0nx9vxE… https://t.co/buwZyHfx9f",FALSE,0,NA,2019-07-04T07:06:26Z,TRUE,NA,1146676627675312129,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Stocks rally on bets of Fed rate cuts; euro wobbles https://t.co/UkHCgJ7NGH https://t.co/VJwdPGy83X #S&amp;P #Nasdaq… https://t.co/q4koDs3rHj,FALSE,0,NA,2019-07-04T07:06:26Z,TRUE,NA,1146676625897066497,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT Prime Minister Scott Morrison says Australian student Alek Sigley, who was detained in North Korea, has been rel… https://t.co/XazdFymbG0",FALSE,0,NA,2019-07-04T07:06:26Z,TRUE,NA,1146676624139653120,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Samsung in hot water over splashy Australian phone ads https://t.co/WblV9wFva8 https://t.co/COCgcl7JjD #S&amp;P… https://t.co/gJjrhXgwUI,FALSE,0,NA,2019-07-04T07:06:25Z,TRUE,NA,1146676622688493568,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT Lealiifano picked in Wallabies squad, Cooper absent https://t.co/PKmeOajnc9 https://t.co/lt52TNskV8 #S&amp;P #Nasdaq… https://t.co/QRDxZtyLAh",FALSE,0,NA,2019-07-04T07:06:25Z,TRUE,NA,1146676621144940546,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Volcano erupts on Italian island of Stromboli. More here: https://t.co/fjllQOh0A8 https://t.co/wYnKfr3zsE #S&amp;P… https://t.co/rtnKPsXNAG,FALSE,0,NA,2019-07-04T07:06:24Z,TRUE,NA,1146676619400089600,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Chinese police arrest man who allegedly poured water over Baidu CEO's head https://t.co/rLSBLakJ93… https://t.co/idP4G4tc22,FALSE,0,NA,2019-07-04T07:06:24Z,TRUE,NA,1146676617663717376,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT K-pop band #BTS is now in your pocket with a new mobile game. More here: https://t.co/GIsBFlzjkQ… https://t.co/zXqOs4XyZH,FALSE,0,NA,2019-07-04T07:06:24Z,TRUE,NA,1146676615994388481,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT U.S. head to Gold Cup final after 3-1 win over Jamaica https://t.co/AwaLSNKqT0 https://t.co/kqBXSqUvni #S&amp;P… https://t.co/8E3NKYSMJJ,FALSE,0,NA,2019-07-04T07:06:23Z,TRUE,NA,1146676614551523328,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT India's monsoon rain below average for fifth straight week https://t.co/t83m97w3d2 https://t.co/OKviyFjzIQ #S&amp;P… https://t.co/ofaiIG3Qp6,FALSE,0,NA,2019-07-04T07:06:23Z,TRUE,NA,1146676612747935744,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT Iron ore prices race past $120, triggering warnings https://t.co/d0gvImgUIk #S&amp;P #Nasdaq #CrudeOil #Geopolitics… https://t.co/dydbbn5k4a",FALSE,0,NA,2019-07-04T07:03:05Z,TRUE,NA,1146675782632259584,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Here's a rundown of your top economic news today https://t.co/F6ey2y5LRg #S&amp;P #Nasdaq #CrudeOil #Geopolitics… https://t.co/XQqAUSKaxC,FALSE,0,NA,2019-07-04T07:03:04Z,TRUE,NA,1146675780581244929,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Indian state considers scrapping decision to enter into power purchase deals for all upcoming clean energy proje… https://t.co/GbgNrBHPET,FALSE,0,NA,2019-07-04T07:03:04Z,TRUE,NA,1146675778614116353,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT The Danish bank is charged with laundering cash. But its other activities raise a red flag too… https://t.co/x2DP8xZJQm,FALSE,0,NA,2019-07-04T07:03:03Z,TRUE,NA,1146675776005246976,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT India expects economic growth to rebound this year https://t.co/ZAvkdXOZu4 #S&amp;P #Nasdaq #CrudeOil #Geopolitics… https://t.co/kOjlntHI2v,FALSE,0,NA,2019-07-04T07:03:03Z,TRUE,NA,1146675773862006789,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT The krona rally may be on its last legs https://t.co/Ly8QfmZRnf https://t.co/kBJwIWAoTM #S&amp;P #Nasdaq #CrudeOil… https://t.co/2vR0cnd10f,FALSE,0,NA,2019-07-04T07:03:02Z,TRUE,NA,1146675771571933184,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Indonesia's Jokowi will announce a major overhaul of his cabinet aimed at firing up Southeast Asia’s biggest eco… https://t.co/NAYXavD0yu,FALSE,0,NA,2019-07-04T07:03:02Z,TRUE,NA,1146675768942092293,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Young professionals who move abroad before they turn 35 see bigger increases to their earnings and get promoted… https://t.co/0IYynioFVH,FALSE,0,NA,2019-07-04T07:03:01Z,TRUE,NA,1146675766836547584,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT Citi’s UK surprise index, which measures whether data exceed or fall short of forecasts, is at the lowest since… https://t.co/944zSoKRZz",FALSE,0,NA,2019-07-04T07:03:01Z,TRUE,NA,1146675764995272704,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Pakistan plans return to global bond market after IMF aid https://t.co/uUQ2c8Cv6Y #S&amp;P #Nasdaq #CrudeOil… https://t.co/wug0yPYpqn,FALSE,0,NA,2019-07-04T07:03:00Z,TRUE,NA,1146675763091054592,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT Alek Sigley, an Australian living in Pyongyang, is “safe and well” after being released from detention in North… https://t.co/acseT1EGWq",FALSE,0,NA,2019-07-04T07:03:00Z,TRUE,NA,1146675760914161664,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT For Ursula von der Leyen, the hard part starts now https://t.co/b1YUqTc3Gc #S&amp;P #Nasdaq #CrudeOil #Geopolitics… https://t.co/h5t1OqkhFf",FALSE,0,NA,2019-07-04T07:02:59Z,TRUE,NA,1146675758787694592,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT It's rate decision day in Romania – here's what to expect https://t.co/fPpAbe91yQ #S&amp;P #Nasdaq #CrudeOil… https://t.co/Oy2yXNx8oj,FALSE,0,NA,2019-07-04T07:02:59Z,TRUE,NA,1146675756774416384,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Corporate India’s record pace of debt fundraising may be set to slow as a jump in hedging costs makes those deal… https://t.co/6Wz6DndkcH,FALSE,0,NA,2019-07-04T07:02:58Z,TRUE,NA,1146675755021230080,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Malaysia bans all sea sand exports on environmental concern https://t.co/ipSJPDmiz8 #S&amp;P #Nasdaq #CrudeOil… https://t.co/TPxTAK9ycV,FALSE,0,NA,2019-07-04T07:02:57Z,TRUE,NA,1146675750663311360,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT The U.S. decision to slap 400% duties on Vietnamese steel reinforce concerns that the trade war is going global… https://t.co/m4ltp4Os1V,FALSE,0,NA,2019-07-04T07:02:57Z,TRUE,NA,1146675748637466624,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT These are the people who will choose Britain's next prime minister https://t.co/zCUbdtwiUa #S&amp;P #Nasdaq… https://t.co/A4gaS6Q1S0,FALSE,0,NA,2019-07-04T07:02:56Z,TRUE,NA,1146675746607378433,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Thailand wants to restrain the world's strongest currency https://t.co/dr3RkyLZDi #S&amp;P #Nasdaq #CrudeOil… https://t.co/fIBoNLWBnj,FALSE,0,NA,2019-07-04T07:02:56Z,TRUE,NA,1146675744694853632,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Prime Minister Narendra Modi has his first chance since a decisive election win to spur India's economy… https://t.co/6uUjlc6Xwf,FALSE,0,NA,2019-07-04T07:02:55Z,TRUE,NA,1146675742236925952,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,1,FALSE,FALSE,NA,NA
RT: U.S.-CHINA MAY TRADE DEFICIT $30.20 BLN VS APRIL DEFICIT $26.90 BLN#S&amp;P #Nasdaq #CrudeOil #Geopolitics… https://t.co/90MJck43ay,FALSE,0,NA,2019-07-04T07:02:22Z,TRUE,NA,1146675601090252800,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT @PlattsOil: On the latest Capitol Crude, @HermsTheWord of @SPGlobalPlatts and Paul Sheldon of Platts Analytics talk about OPEC, #crudeoi…",FALSE,0,NA,2019-07-04T06:43:42Z,FALSE,NA,1146670904535146498,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HermsTheWord,5,TRUE,FALSE,NA,NA
