date,oil_sentence_count,text,word_count,Stemd_text,Sentiments
1996-08-29,2,beginning parents without regard party renew energy teach generation young people hard cold truth drugs deadly drugs wrong drugs cost life,40,begin parent without regard parti renew energi teach gener young peopl hard cold truth drug deadli drug wrong drug cost life,negative
1996-08-29,2,must enforce ratify without delay measures reduce nuclear arsenals banish poison gas ban nuclear tests,25,must enforc ratifi without delay measur reduc nuclear arsen banish poison ga ban nuclear test,neutral
2003-01-28,4,third goal promote energy independence country dramatically improving environment,16,third goal promot energi independ countri dramat improv environ,neutral
2003-01-28,4,sent comprehensive energy plan promote energy efficiency conservation develop cleaner technology produce energy home,25,sent comprehens energi plan promot energi effici conserv develop cleaner technolog produc energi home,neutral
2003-01-28,4,simple chemical reaction hydrogen oxygen generates energy used power car producing water exhaust fumes,24,simpl chemic reaction hydrogen oxygen gener energi use power car produc water exhaust fume,neutral
2003-01-28,4,join important innovation make air significantly cleaner country much less dependent foreign sources energy,23,join import innov make air significantli cleaner countri much less depend foreign sourc energi,negative
1998-03-23,2,must draw strength past energy promise new future,16,must draw strength past energi promis new futur,negative
1998-03-23,2,today ghana mozambique cote divoire uganda growing economies fueling transformation africa,18,today ghana mozambiqu cote divoir uganda grow economi fuel transform africa,neutral
2013-03-21,3,fueled entrepreneurship innovation defined democratic discourse allows generation reimagine renew union,26,fuel entrepreneurship innov defin democrat discours allow gener reimagin renew union,neutral
2013-03-21,3,part reason like talking young people matter great challenges idealism energy ambition always gives hope,30,part reason like talk young peopl matter great challeng ideal energi ambit alway give hope,positive
2013-03-21,3,children grow knowing people never met may hate region full turmoil changing underneath feet,32,children grow know peopl never met may hate region full turmoil chang underneath feet,negative
2009-12-10,2,men women around world jailed beaten pursuit justice toil humanitarian organizations relieve suffering unrecognized millions whose quiet acts courage compassion inspire even hardened cynics,47,men women around world jail beaten pursuit justic toil humanitarian organ reliev suffer unrecogn million whose quiet act courag compass inspir even harden cynic,negative
2009-12-10,2,little scientific dispute nothing face drought famine mass displacement fuel conflict decades,30,littl scientif disput noth face drought famin mass displac fuel conflict decad,neutral
1984-10-07,8,republican platform says going religious test judges selected federal court jerry falwell announces means get least two justices supreme court think abuse faith country,56,republican platform say go religi test judg select feder court jerri falwel announc mean get least two justic suprem court think abus faith countri,negative
1984-10-07,8,regard platform supreme court say one thing,17,regard platform suprem court say one thing,neutral
1984-10-07,8,platform president refers fact calls religious test selection judges,19,platform presid refer fact call religi test select judg,neutral
1984-10-07,8,might find words democratic platform years agoi know democrat time,23,might find word democrat platform year agoi know democrat time,neutral
1984-10-07,8,specifically would make certain party platform urges federal justices appoint prolife,19,specif would make certain parti platform urg feder justic appoint prolif,positive
1984-10-07,8,believed appointment judges specified party platform respect sanctity human life,27,believ appoint judg specifi parti platform respect sanctiti human life,neutral
1984-10-07,8,take said platform regard language regard appointments abortion position test kind justicesthat,40,take said platform regard languag regard appoint abort posit test kind justicesthat,positive
1984-10-07,8,grant interest rates high 1980 another debate whyenergy prices,25,grant interest rate high 1980 anoth debat whyenergi price,positive
1978-01-19,15,know walked trying save energy ever since,19,know walk tri save energi ever sinc,neutral
1978-01-19,15,come long period turmoil doubt found moral course new spirit striving express best instincts rest world,39,come long period turmoil doubt found moral cours new spirit strive express best instinct rest world,positive
1978-01-19,15,first time generation haunted major international crisis domestic turmoil rare priceless opportunity address persistent problems burdens come us nationquietly steadily getting worse years,50,first time gener haunt major intern crisi domest turmoil rare priceless opportun address persist problem burden come us nationquietli steadili get wors year,positive
1978-01-19,15,government cannot eliminate poverty provide bountiful economy reduce inflation save cities cure illiteracy provide energy,22,govern cannot elimin poverti provid bounti economi reduc inflat save citi cure illiteraci provid energi,neutral
1978-01-19,15,never neglect growing crisis like shortage energy delay lead harsh painful solutions,25,never neglect grow crisi like shortag energi delay lead harsh pain solut,negative
1978-01-19,15,every day spend 120 million foreign oil,11,everi day spend 120 million foreign oil,negative
1978-01-19,15,must use fuels plentiful permanent,14,must use fuel plenti perman,neutral
1978-01-19,15,fact remains energy legislation failed american people,15,fact remain energi legisl fail american peopl,negative
1978-01-19,15,almost five years oil embargo dramatized problem us still national energy program,22,almost five year oil embargo dramat problem us still nation energi program,neutral
1978-01-19,15,almost five years oil embargo dramatized problem us still national energy program,22,almost five year oil embargo dramat problem us still nation energi program,neutral
1978-01-19,15,main task home year energy central element nations economy,16,main task home year energi central element nation economi,positive
1978-01-19,15,effective energy program strong investment productivity controlled inflation provide improve trade balance balance help protect integrity dollar overseas,32,effect energi program strong invest product control inflat provid improv trade balanc balanc help protect integr dollar oversea,positive
1978-01-19,15,requires strong economic performance industrialized democracies like progress resolving global energy crisis,19,requir strong econom perform industri democraci like progress resolv global energi crisi,positive
1978-01-19,15,last fall help others succeeded vigorous efforts maintain stability price oil,22,last fall help other succeed vigor effort maintain stabil price oil,negative
1978-01-19,15,many foreign leaders emphasized personally sure greatest future contribution america make world economy would effective energy conservation program home,38,mani foreign leader emphas person sure greatest futur contribut america make world economi would effect energi conserv program home,positive
2001-08-10,2,recoil idea growing human beings spare body parts creating life convenience,19,recoil idea grow human be spare bodi part creat life conveni,neutral
2001-08-10,2,must devote enormous energy conquering disease equally important pay attention moral concerns raised new frontier human embryo stem cell research,33,must devot enorm energi conquer diseas equal import pay attent moral concern rais new frontier human embryo stem cell research,positive
1980-01-23,34,1980s born turmoil strife change,10,1980 born turmoil strife chang,neutral
1980-01-23,34,three basic developments helped shape challenges steady growth increased projection soviet military power beyond borders overwhelming dependence western democracies oil supplies middle east press social religious economic political change many nations developing world exemplified revolution iran,63,three basic develop help shape challeng steadi growth increas project soviet militari power beyond border overwhelm depend western democraci oil suppli middl east press social religi econom polit chang mani nation develop world exemplifi revolut iran,positive
1980-01-23,34,region threatened soviet troops afghanistan great strategic importance contains two thirds worlds exportable oil,27,region threaten soviet troop afghanistan great strateg import contain two third world export oil,positive
1980-01-23,34,soviet effort dominate afghanistan brought soviet military forces within 300 miles indian ocean close straits hormuz waterway worlds oil must flow,37,soviet effort domin afghanistan brought soviet militari forc within 300 mile indian ocean close strait hormuz waterway world oil must flow,neutral
1980-01-23,34,soviet union attempting consolidate strategic position therefore poses grave threat free movement middle east oil,25,soviet union attempt consolid strateg posit therefor pose grave threat free movement middl east oil,positive
1980-01-23,34,demands participation rely oil middle east concerned global peace stability,24,demand particip reli oil middl east concern global peac stabil,neutral
1980-01-23,34,past three years joined improve security prospects peace vital oilproducing area persian gulf region around world,36,past three year join improv secur prospect peac vital oilproduc area persian gulf region around world,negative
1980-01-23,34,crises iran afghanistan dramatized important lesson excessive dependence foreign oil clear present danger nations security,28,crise iran afghanistan dramat import lesson excess depend foreign oil clear present danger nation secur,negative
1980-01-23,34,long last must clear comprehensive energy policy united states,15,long last must clear comprehens energi polici unit state,positive
1980-01-23,34,congress must act promptly complete final action vital energy legislation,15,congress must act promptli complet final action vital energi legisl,positive
1980-01-23,34,nation major conservation effort important initiatives develop solar power realistic pricing based true value oil strong incentives production coal fossil fuels united states nations massive peacetime investment development synthetic fuels,52,nation major conserv effort import initi develop solar power realist price base true valu oil strong incent product coal fossil fuel unit state nation massiv peacetim invest develop synthet fuel,positive
1980-01-23,34,nation major conservation effort important initiatives develop solar power realistic pricing based true value oil strong incentives production coal fossil fuels united states nations massive peacetime investment development synthetic fuels,52,nation major conserv effort import initi develop solar power realist price base true valu oil strong incent product coal fossil fuel unit state nation massiv peacetim invest develop synthet fuel,positive
1980-01-23,34,american people making progress energy conservation,9,american peopl make progress energi conserv,neutral
1980-01-23,34,last year reduced overall petroleum consumption 8 percent gasoline consumption 5 percent year,23,last year reduc overal petroleum consumpt 8 percent gasolin consumpt 5 percent year,neutral
1980-01-23,34,last year reduced overall petroleum consumption 8 percent gasoline consumption 5 percent year,23,last year reduc overal petroleum consumpt 8 percent gasolin consumpt 5 percent year,neutral
1980-01-23,34,last year reduced overall petroleum consumption 8 percent gasoline consumption 5 percent year,23,last year reduc overal petroleum consumpt 8 percent gasolin consumpt 5 percent year,neutral
1980-01-23,34,consultation governors set gasoline conservation goals 50 states make mandatory goals met,29,consult governor set gasolin conserv goal 50 state make mandatori goal met,neutral
1980-01-23,34,consultation governors set gasoline conservation goals 50 states make mandatory goals met,29,consult governor set gasolin conserv goal 50 state make mandatori goal met,neutral
1980-01-23,34,established import ceiling 1980 82 million barrels daywell level foreign oil purchases 1977,23,establish import ceil 1980 82 million barrel daywel level foreign oil purchas 1977,negative
1980-01-23,34,established import ceiling 1980 82 million barrels daywell level foreign oil purchases 1977,23,establish import ceil 1980 82 million barrel daywel level foreign oil purchas 1977,negative
1980-01-23,34,established import ceiling 1980 82 million barrels daywell level foreign oil purchases 1977,23,establish import ceil 1980 82 million barrel daywel level foreign oil purchas 1977,negative
1980-01-23,34,expect imports much lower ceiling enforced oil import fee necessary,23,expect import much lower ceil enforc oil import fee necessari,positive
1980-01-23,34,prepared lower imports still oilconsuming countries join us fair mutual reduction,23,prepar lower import still oilconsum countri join us fair mutual reduct,positive
1980-01-23,34,serious shortage hesitate impose mandatory gasoline rationing immediately,16,seriou shortag hesit impos mandatori gasolin ration immedi,neutral
1980-01-23,34,serious shortage hesitate impose mandatory gasoline rationing immediately,16,seriou shortag hesit impos mandatori gasolin ration immedi,neutral
1980-01-23,34,single biggest factor inflation rate last year increase inflation rate last year one skyrocketing prices opec oil,28,singl biggest factor inflat rate last year increas inflat rate last year one skyrocket price opec oil,neutral
1980-01-23,34,single biggest factor inflation rate last year increase inflation rate last year one skyrocketing prices opec oil,28,singl biggest factor inflat rate last year increas inflat rate last year one skyrocket price opec oil,neutral
1980-01-23,34,must take whatever actions necessary reduce dependence foreign oiland time reduce inflation,20,must take whatev action necessari reduc depend foreign oiland time reduc inflat,negative
1980-01-23,34,individuals families us produce energy,13,individu famili us produc energi,neutral
1980-01-23,34,us conserve energyevery one us every day lives,15,us conserv energyeveri one us everi day live,positive
1980-01-23,34,conserve energy,2,conserv energi,neutral
1980-01-23,34,make 1980 indeed year energy conservation,8,make 1980 inde year energi conserv,neutral
1980-01-23,34,energy economic policies make america even stronger home decadejust foreign defense policies make us stronger safer throughout world,32,energi econom polici make america even stronger home decadejust foreign defens polici make us stronger safer throughout world,negative
1980-01-23,34,move 1980s confidence hope bright vision america want america strong free america peace america equal rights citizens women guaranteed united states constitutionan america jobs good health good education every citizen america clean bountiful life cities farms america helps feed world america secure filling energy needs america justice tolerance compassion,95,move 1980 confid hope bright vision america want america strong free america peac america equal right citizen women guarante unit state constitutionan america job good health good educ everi citizen america clean bounti life citi farm america help feed world america secur fill energi need america justic toler compass,positive
2001-06-07,1,tax relief achievement middle class families squeezed high energy prices credit card debt,18,tax relief achiev middl class famili squeez high energi price credit card debt,positive
2014-01-28,21,autoworker finetuned best fuelefficient cars world part help america wean foreign oil,25,autowork finetun best fueleffici car world part help america wean foreign oil,positive
2014-01-28,21,autoworker finetuned best fuelefficient cars world part help america wean foreign oil,25,autowork finetun best fueleffici car world part help america wean foreign oil,positive
2014-01-28,21,oil produced home buy rest world first time happened nearly twenty years,25,oil produc home buy rest world first time happen nearli twenti year,positive
2014-01-28,21,one biggest factors bringing jobs back commitment american energy,17,one biggest factor bring job back commit american energi,neutral
2014-01-28,21,alloftheabove energy strategy announced years ago working today america closer energy independence decades,26,alloftheabov energi strategi announc year ago work today america closer energi independ decad,neutral
2014-01-28,21,one reasons natural gas extracted safely bridge fuel power economy less carbon pollution causes climate change,31,one reason natur ga extract safe bridg fuel power economi less carbon pollut caus climat chang,positive
2014-01-28,21,one reasons natural gas extracted safely bridge fuel power economy less carbon pollution causes climate change,31,one reason natur ga extract safe bridg fuel power economi less carbon pollut caus climat chang,positive
2014-01-28,21,businesses plan invest almost 100 billion new factories use natural gas,14,busi plan invest almost 100 billion new factori use natur ga,positive
2014-01-28,21,ill cut red tape help states get factories built congress help putting people work building fueling stations shift cars trucks foreign oil american natural gas,37,ill cut red tape help state get factori built congress help put peopl work build fuel station shift car truck foreign oil american natur ga,negative
2014-01-28,21,ill cut red tape help states get factories built congress help putting people work building fueling stations shift cars trucks foreign oil american natural gas,37,ill cut red tape help state get factori built congress help put peopl work build fuel station shift car truck foreign oil american natur ga,negative
2014-01-28,21,ill cut red tape help states get factories built congress help putting people work building fueling stations shift cars trucks foreign oil american natural gas,37,ill cut red tape help state get factori built congress help put peopl work build fuel station shift car truck foreign oil american natur ga,negative
2014-01-28,21,oil natural gas production booming becoming global leader solar,19,oil natur ga product boom becom global leader solar,neutral
2014-01-28,21,oil natural gas production booming becoming global leader solar,19,oil natur ga product boom becom global leader solar,neutral
2014-01-28,21,let us continue progress smarter tax policy stops giving 4 billion year fossil fuel industries need invest fuels future,39,let us continu progress smarter tax polici stop give 4 billion year fossil fuel industri need invest fuel futur,neutral
2014-01-28,21,even increased energy production partnered businesses builders local communities reduce energy consume,23,even increas energi product partner busi builder local commun reduc energi consum,neutral
2014-01-28,21,rescued automakers example worked set higher fuel efficiency standards cars,20,rescu automak exampl work set higher fuel effici standard car,positive
2014-01-28,21,coming months ill build success setting new standards trucks keep driving oil imports pay pump,31,come month ill build success set new standard truck keep drive oil import pay pump,negative
2014-01-28,21,taken together energy policy creating jobs leading cleaner safer planet,15,taken togeth energi polici creat job lead cleaner safer planet,neutral
2014-01-28,21,shift cleaner energy economy happen overnight require tough choices along way,20,shift cleaner energi economi happen overnight requir tough choic along way,negative
2014-01-28,21,childrens children look us eye ask could leave safer stable world new sources energy want us able sayyes,41,children children look us eye ask could leav safer stabl world new sourc energi want us abl sayy,positive
2014-01-28,21,america want kids rising america honest work plentiful communities strong prosperity widely shared opportunity let us us go far dreams toil take us none easy,49,america want kid rise america honest work plenti commun strong prosper wide share opportun let us us go far dream toil take us none easi,positive
2005-09-16,3,major gasoline pipelines operation preventing supply disruptions many feared,15,major gasolin pipelin oper prevent suppli disrupt mani fear,positive
2005-09-16,3,major gasoline pipelines operation preventing supply disruptions many feared,15,major gasolin pipelin oper prevent suppli disrupt mani fear,positive
2005-09-16,3,major gasoline pipelines operation preventing supply disruptions many feared,15,major gasolin pipelin oper prevent suppli disrupt mani fear,positive
2022-03-26,6,aimed heart russias economy stopping imports russian energy united states,20,aim heart russia economi stop import russian energi unit state,neutral
2022-03-26,6,400 private multinational companies pulled business russialeft russia completelyfrom oil companies mcdonalds,19,400 privat multin compani pull busi russialeft russia completelyfrom oil compani mcdonald,neutral
2022-03-26,6,first europe must end dependence russian fossil fuels,10,first europ must end depend russian fossil fuel,positive
2022-03-26,6,yesterday brussels announced plan president european commission get europe immediate energy crisis,26,yesterday brussel announc plan presid european commiss get europ immedi energi crisi,neutral
2022-03-26,6,long term matter economic security national security survivability planet need move quickly possible clean renewable energy,33,long term matter econom secur nation secur surviv planet need move quickli possibl clean renew energi,positive
2022-03-26,6,well work together help get done days nation subject whims tyrant energy needs,30,well work togeth help get done day nation subject whim tyrant energi need,negative
1998-01-27,8,turmoil asia impact worlds economies including making negative impact small possible right thing america right thing safer world,43,turmoil asia impact world economi includ make neg impact small possibl right thing america right thing safer world,positive
1998-01-27,8,determined deny capacity use last year senate ratified chemical weapons convention protect soldiers citizens poison gas,31,determin deni capac use last year senat ratifi chemic weapon convent protect soldier citizen poison ga,neutral
1998-01-27,8,everyone knows elections become expensive fueling fundraising arms race,12,everyon know elect becom expens fuel fundrais arm race,positive
1998-01-27,8,vast majority scientists concluded unequivocally reduce emission greenhouse gases point next century well disrupt climate put children grandchildren risk,38,vast major scientist conclud unequivoc reduc emiss greenhous gase point next centuri well disrupt climat put children grandchildren risk,positive
1998-01-27,8,past december america led world reach historic agreement committing nation reduce greenhouse gas emissions market forces new technologies energy efficiency,27,past decemb america led world reach histor agreement commit nation reduc greenhous ga emiss market forc new technolog energi effici,negative
1998-01-27,8,past december america led world reach historic agreement committing nation reduce greenhouse gas emissions market forces new technologies energy efficiency,27,past decemb america led world reach histor agreement commit nation reduc greenhous ga emiss market forc new technolog energi effici,negative
1998-01-27,8,propose 6 billion tax cuts research development encourage innovation renewable energy fuelefficient cars energyefficient homes,20,propos 6 billion tax cut research develop encourag innov renew energi fueleffici car energyeffici home,neutral
1998-01-27,8,propose 6 billion tax cuts research development encourage innovation renewable energy fuelefficient cars energyefficient homes,20,propos 6 billion tax cut research develop encourag innov renew energi fueleffici car energyeffici home,neutral
2016-01-12,14,reformed health care system reinvented energy sector delivered care benefits troops veterans secured freedom every state marry person love,40,reform health care system reinvent energi sector deliv care benefit troop veteran secur freedom everi state marri person love,positive
2016-01-12,14,applause go yes applause years record corporate profits working families get opportunity bigger paychecks letting big banks big oil hedge funds make rules everybody elses expense,43,applaus go ye applaus year record corpor profit work famili get opportun bigger paycheck let big bank big oil hedg fund make rule everybodi els expens,neutral
2016-01-12,14,sure average family watching tonight avoids paying taxes offshore accounts,15,sure averag famili watch tonight avoid pay tax offshor account,positive
2016-01-12,14,need level commitment comes developing clean energy sources,15,need level commit come develop clean energi sourc,positive
2016-01-12,14,applause even even planet stake even 2014 warmest year record 2015 turned even hotter would want pass chance american businesses produce sell energy future,54,applaus even even planet stake even 2014 warmest year record 2015 turn even hotter would want pass chanc american busi produc sell energi futur,neutral
2016-01-12,14,applause listen seven years ago made single biggest investment clean energy history,17,applaus listen seven year ago made singl biggest invest clean energi histori,positive
2016-01-12,14,rooftops arizona new york solar saving americans tens millions dollars year energy bills employs americans coal jobs pay better average,36,rooftop arizona new york solar save american ten million dollar year energi bill employ american coal job pay better averag,positive
2016-01-12,14,taking steps give homeowners freedom generate store energy something way environmentalists tea partiers teamed support,30,take step give homeown freedom gener store energi someth way environmentalist tea partier team support,neutral
2016-01-12,14,meanwhile cut imports foreign oil nearly 60 percent cut carbon pollution country earth,25,meanwhil cut import foreign oil nearli 60 percent cut carbon pollut countri earth,negative
2016-01-12,14,applause got accelerate transition away old dirtier energy sources,15,applaus got acceler transit away old dirtier energi sourc,positive
2016-01-12,14,rather subsidize past invest future especially communities rely fossil fuels,20,rather subsid past invest futur especi commun reli fossil fuel,negative
2016-01-12,14,going push change way manage oil coal resources better reflect costs impose taxpayers planet,33,go push chang way manag oil coal resourc better reflect cost impos taxpay planet,positive
2016-01-12,14,nearly 10000 air strikes taking leadership oil training camps weapons,17,nearli 10000 air strike take leadership oil train camp weapon,neutral
2016-01-12,14,applause military doctors development workers heroic set platform allowed countries join behind us stamp epidemic,32,applaus militari doctor develop worker heroic set platform allow countri join behind us stamp epidem,positive
2003-03-17,1,destroy oil wells source wealth belongs iraqi people,15,destroy oil well sourc wealth belong iraqi peopl,negative
1974-09-18,14,food oil crises demonstrate extent interdependence,11,food oil crise demonstr extent interdepend,neutral
1974-09-18,14,many industrialized nations need oil production developing nations,13,mani industri nation need oil product develop nation,neutral
1974-09-18,14,energy required produce food food produce energyand provide decent life everyone,19,energi requir produc food food produc energyand provid decent life everyon,positive
1974-09-18,14,problems food energy resolved basis cooperation say made unmanageable basis confrontation,27,problem food energi resolv basi cooper say made unmanag basi confront,neutral
1974-09-18,14,runaway inflation propelled food oil price increases early warning signal us,18,runaway inflat propel food oil price increas earli warn signal us,neutral
1974-09-18,14,failure cooperate oil food inflation could spell disaster every nation represented room,19,failur cooper oil food inflat could spell disast everi nation repres room,neutral
1974-09-18,14,global strategy food energy urgently required,10,global strategi food energi urgent requir,neutral
1974-09-18,14,maintain present standards living world must almost double output food energy match expected increase worlds population end century,34,maintain present standard live world must almost doubl output food energi match expect increas world popul end centuri,positive
1974-09-18,14,traditional aid donors increasingly wealthy oil producers must join effort,15,tradit aid donor increasingli wealthi oil produc must join effort,neutral
1974-09-18,14,policy use food political weapon despite oil embargo recent oil prices production decisions,24,polici use food polit weapon despit oil embargo recent oil price product decis,neutral
1974-09-18,14,would tempting united statesbeset inflation soaring energy pricesto turn deaf ear external appeals food assistance respond internal appeals export controls,33,would tempt unit statesbeset inflat soar energi pricesto turn deaf ear extern appeal food assist respond intern appeal export control,neutral
1974-09-18,14,time oil producers define conception global policy energy meet growing need without imposing unacceptable burdens international monetary trade system,37,time oil produc defin concept global polici energi meet grow need without impos unaccept burden intern monetari trade system,neutral
1974-09-18,14,time oil producers define conception global policy energy meet growing need without imposing unacceptable burdens international monetary trade system,37,time oil produc defin concept global polici energi meet grow need without impos unaccept burden intern monetari trade system,neutral
1974-09-18,14,fail satisfy mans fundamental needs energy food face threat aspirations better life peoples hopes stable peaceful world,42,fail satisfi man fundament need energi food face threat aspir better life peopl hope stabl peac world,neutral
2020-02-04,7,applause words wealthy people companies pouring money poor neighborhoods areas seen investment many decades creating jobs energy excitement,29,applaus word wealthi peopl compani pour money poor neighborhood area seen invest mani decad creat job energi excit,negative
2020-02-04,7,applause thanks bold regulatory reduction campaign united states become number one producer oil natural gas anywhere world far,28,applaus thank bold regulatori reduct campaign unit state becom number one produc oil natur ga anywher world far,positive
2020-02-04,7,applause thanks bold regulatory reduction campaign united states become number one producer oil natural gas anywhere world far,28,applaus thank bold regulatori reduct campaign unit state becom number one produc oil natur ga anywher world far,positive
2020-02-04,7,applause tremendous progress made past three years america energy independent energy jobs like many elements country record high,34,applaus tremend progress made past three year america energi independ energi job like mani element countri record high,negative
2020-02-04,7,rocky gas station vile criminal fired eight bullets close range murdering cold blood,23,rocki ga station vile crimin fire eight bullet close rang murder cold blood,negative
2020-02-04,7,applause many pipeline,8,applaus mani pipelin,neutral
2020-02-04,7,land soil continent incredible dreams come true,17,land soil contin incred dream come true,positive
2011-05-25,1,must squarely acknowledge yes enduring interests region fight terror sometimes partners may perfect protect disruptions worlds energy supply,38,must squar acknowledg ye endur interest region fight terror sometim partner may perfect protect disrupt world energi suppli,positive
2024-03-07,2,pandemic shortage semiconductors chips drove price everything cell phones automobiles way invented chips right americawell instead import instead private companies investing billions dollars build new chip factories america creating tens thousands jobs many jobs paying 100000 year require college degreein fact policies attracted 650 billion privatesector investment clean energy advanced manufacturing creating tens thousands jobs americaand thanks thanks bipartisan infrastructure law 46000 new projects announced across communitiesand way noticed strongly voted cheering money coming,145,pandem shortag semiconductor chip drove price everyth cell phone automobil way invent chip right americawel instead import instead privat compani invest billion dollar build new chip factori america creat ten thousand job mani job pay 100000 year requir colleg degreein fact polici attract 650 billion privatesector invest clean energi advanc manufactur creat ten thousand job americaand thank thank bipartisan infrastructur law 46000 new project announc across communitiesand way notic strongli vote cheer money come,positive
2024-03-07,2,least hope dontim taking significant action ever climate history worldim cutting carbon emissions half 2030 creating tens thousands clean energy jobs like ibew workers building installing 500000 electric vehicle charging stations conserving 30 percent americas lands waters 2030 taking action environmental justice fenceline communities smothered legacy pollutionand patterned peace corps americacorps americorps launched climate corps put 20000 young people work forefront clean energy future,105,least hope dontim take signific action ever climat histori worldim cut carbon emiss half 2030 creat ten thousand clean energi job like ibew worker build instal 500000 electr vehicl charg station conserv 30 percent america land water 2030 take action environment justic fencelin commun smother legaci pollutionand pattern peac corp americacorp americorp launch climat corp put 20000 young peopl work forefront clean energi futur,positive
2010-01-27,15,result millions americans spend gas food necessities helped businesses keep workers,25,result million american spend ga food necess help busi keep worker,neutral
2010-01-27,15,two hundred thousand work construction clean energy,9,two hundr thousand work construct clean energi,positive
2010-01-27,15,reason europe china fastest trains new factories manufacture clean energy products,21,reason europ china fastest train new factori manufactur clean energi product,positive
2010-01-27,15,put americans work building clean energy facilities give rebates americans make homes energy efficient supports clean energy jobs,28,put american work build clean energi facil give rebat american make home energi effici support clean energi job,positive
2010-01-27,15,making serious investments clean energy want jobs,13,make seriou invest clean energi want job,positive
2010-01-27,15,area ripe innovation energy,11,area ripe innov energi,neutral
2010-01-27,15,see results last years investments clean energy north carolina company create 1200 jobs nationwide helping make advanced batteries california business put thousand people work making solar panels,44,see result last year invest clean energi north carolina compani creat 1200 job nationwid help make advanc batteri california busi put thousand peopl work make solar panel,positive
2010-01-27,15,create clean energy jobs need production efficiency incentives,17,creat clean energi job need product effici incent,positive
2010-01-27,15,means making tough decisions opening new offshore areas oil gas development,15,mean make tough decis open new offshor area oil ga develop,negative
2010-01-27,15,means making tough decisions opening new offshore areas oil gas development,15,mean make tough decis open new offshor area oil ga develop,negative
2010-01-27,15,means making tough decisions opening new offshore areas oil gas development,15,mean make tough decis open new offshor area oil ga develop,negative
2010-01-27,15,means continued investment advanced biofuels clean coal technologies,11,mean continu invest advanc biofuel clean coal technolog,positive
2010-01-27,15,yes means passing comprehensive energy climate bill incentives finally make clean energy profitable kind energy america,26,ye mean pass comprehens energi climat bill incent final make clean energi profit kind energi america,positive
2010-01-27,15,thing even doubt evidence providing incentives energy efficiency clean energy right thing future nation leads clean energy economy nation leads global economy,46,thing even doubt evid provid incent energi effici clean energi right thing futur nation lead clean energi economi nation lead global economi,positive
2010-01-27,15,time record deficits continue tax cuts oil companies investment fund managers making 250000 year,28,time record deficit continu tax cut oil compani invest fund manag make 250000 year,neutral
2017-06-29,47,applause wonderful many pioneers visionaries americas energy industrygreat industry,17,applaus wonder mani pioneer visionari america energi industrygreat industri,neutral
2017-06-29,47,want thank leaders great energy companies joining us today supporting efforts bring true wealth prosperity people,29,want thank leader great energi compani join us today support effort bring true wealth prosper peopl,positive
2017-06-29,47,break rock walls mine depths earth reach ocean floor bring every ounce energy homes commerce lives,32,break rock wall mine depth earth reach ocean floor bring everi ounc energi home commerc live,positive
2017-06-29,47,working us border security share desire unleash american energy,19,work us border secur share desir unleash american energi,neutral
2017-06-29,47,right energy,9,right energi,positive
2017-06-29,47,today usher new american energy policyone unlocks million millions jobs trillions dollars wealth,24,today usher new american energi policyon unlock million million job trillion dollar wealth,positive
2017-06-29,47,40 years america vulnerable foreign regimes used energy economic weapon,17,40 year america vulner foreign regim use energi econom weapon,negative
2017-06-29,47,americans quality life diminished idea energy resources scarce support people,19,american qualiti life diminish idea energi resourc scarc support peopl,neutral
2017-06-29,47,many us remember long gas lines constant claims world running oil natural gas,23,mani us rememb long ga line constant claim world run oil natur ga,negative
2017-06-29,47,many us remember long gas lines constant claims world running oil natural gas,23,mani us rememb long ga line constant claim world run oil natur ga,negative
2017-06-29,47,americans told nation could solve energy crisis imposing draconian restrictions energy production,19,american told nation could solv energi crisi impos draconian restrict energi product,neutral
2017-06-29,47,truth nearlimitless supplies energy country,13,truth nearlimitless suppli energi countri,neutral
2017-06-29,47,powered new innovation technology cusp true energy revolution,17,power new innov technolog cusp true energi revolut,positive
2017-06-29,47,country blessed extraordinary energy abundance know even five years ago certainly ten years ago,23,countri bless extraordinari energi abund know even five year ago certainli ten year ago,neutral
2017-06-29,47,nearly 100 years worth natural gas 250 years worth clean beautiful coal,19,nearli 100 year worth natur ga 250 year worth clean beauti coal,positive
2017-06-29,47,top producer petroleum numberone producer natural gas,14,top produc petroleum numberon produc natur ga,positive
2017-06-29,47,top producer petroleum numberone producer natural gas,14,top produc petroleum numberon produc natur ga,positive
2017-06-29,47,applause incredible resources administration seek american energy independence looking long american energy dominance,26,applaus incred resourc administr seek american energi independ look long american energi domin,negative
2017-06-29,47,export american energy world around globe,13,export american energi world around globe,neutral
2017-06-29,47,energy exports create countless jobs people provide true energy security friends partners allies across globe,25,energi export creat countless job peopl provid true energi secur friend partner alli across globe,positive
2017-06-29,47,full potential realized government promotes energy developmentthats guy right hell better anybodyinstead obstructing like democrats,30,full potenti realiz govern promot energi developmentthat guy right hell better anybodyinstead obstruct like democrat,positive
2017-06-29,47,get job better faster anybody world certainly comes one great assetsenergy,27,get job better faster anybodi world certainli come one great assetsenergi,positive
2017-06-29,47,vast energy wealth belong government,10,vast energi wealth belong govern,neutral
2017-06-29,47,applause yet past eight years federal government imposed massive jobkilling barriers american energy development,18,applaus yet past eight year feder govern impos massiv jobkil barrier american energi develop,negative
