date,climate_sentence_count,climate_sentences
1980-08-14,9,We must and we will continue to seek balanced reductions in nuclear arms.
1980-08-14,9,"The new leaders of the Republican Party, in order to close the gap between their rhetoric and their record, have now promised to launch an all-out nuclear arms race."
1980-08-14,9,"They want to slash the solar energy incentives, the conservation programs, aid to mass transit, aid to elderly Americans to help pay their fuel bills."
1980-08-14,9,"They want to slash the solar energy incentives, the conservation programs, aid to mass transit, aid to elderly Americans to help pay their fuel bills."
1980-08-14,9,"To replace what we have built, this is what they propose: to destroy the windfall profits tax and to ""unleash"" the oil companies and let them solve the energy problem for us."
1980-08-14,9,"Our economic renewal program for the 1980's will meet our immediate need for jobs and attack the very same, long-range problem that caused unemployment and inflation in the first place."
1980-08-14,9,"They would reverse our progress on the minimum wage, full employment laws, safety in the work place, and a healthy environment."
1980-08-14,9,"Look what our land has been through within our own memory—a great depression, a world war, a technological explosion, the civil rights revolution, the bitterness of Vietnam, the shame of Watergate, the twilight peace of nuclear terror."
1977-04-18,15," Because we are now running out of gas and oil, we must prepare quickly for a third change—to strict conservation and to the renewed use of coal and to permanent renewable energy sources like solar power."
1977-04-18,15," Because we are now running out of gas and oil, we must prepare quickly for a third change—to strict conservation and to the renewed use of coal and to permanent renewable energy sources like solar power."
1977-04-18,15," Because we are now running out of gas and oil, we must prepare quickly for a third change—to strict conservation and to the renewed use of coal and to permanent renewable energy sources like solar power."
1977-04-18,15, We will feel mounting pressure to plunder the environment.
1977-04-18,15,"We will have to have a crash program to build more nuclear plants, strip mine and bum more coal, and drill more offshore wells than if we begin to conserve right now."
1977-04-18,15,An effective conservation program will create hundreds of thousands of new jobs.
1977-04-18,15, The third principle is that we must protect the environment.
1977-04-18,15,Our energy problems have the same cause as our environmental problems—wasteful use of resources.
1977-04-18,15," The sixth principle, and the cornerstone of our policy, is to reduce demand through conservation."
1977-04-18,15,Our emphasis on conservation is a clear difference between this plan and others which merely encouraged crash production efforts.
1977-04-18,15,"We need to shift to plentiful coal, while taking care to protect the environment, and to apply stricter safety standards to nuclear energy."
1977-04-18,15,"We need to shift to plentiful coal, while taking care to protect the environment, and to apply stricter safety standards to nuclear energy."
1977-04-18,15,"current level;  —to cut in half the portion of U.S. oil which is imported—from a potential level of 16 million barrels to 6 million barrels a day;  —to establish a strategic petroleum reserve of one billion barrels, more than a 6-months supply;  —to increase our coal production by about two-thirds to more than one billion tons a year;  —to insulate 90 percent of American homes and all new buildings;  —to use solar energy in more than 2 1/2 million houses."
1977-04-18,15,Our plan will call for strict conservation measures if we fall behind.
1977-04-18,15," This plan is essential to protect our jobs, our environment, our standard of living, and our future."
2008-11-04,0,
2003-11-06,1,A global nuclear standoff with the Soviet Union ended peacefully -- as did the Soviet Union.
1997-02-04,19,"So tonight I issue a call to action: action by this Congress, action by our states, by our people, to prepare America for the 21st century; action to keep our economy and our democracy strong and working for all our people; action to strengthen education and harness the forces of technology and science; action to build stronger families and stronger communities and a safer environment; action to keep America the world's strongest force for peace, freedom, and prosperity; and above all, action to build a more perfect Union here at home."
1997-02-04,19,"This plan will balance the budget and invest in our people while protecting Medicare, Medicaid, education, and the environment."
1997-02-04,19,We must protect our environment in every community.
1997-02-04,19,"In the last four years, we cleaned up 250 toxic waste sites, as many as in the previous 12."
1997-02-04,19,"Now we should clean up 500 more, so that our children grow up next to parks, not poison."
1997-02-04,19,"I urge you to pass my proposal to make big polluters live by a simple rule: If you pollute our environment, you should pay to clean it up."
1997-02-04,19,"I urge you to pass my proposal to make big polluters live by a simple rule: If you pollute our environment, you should pay to clean it up."
1997-02-04,19,"In the last four years, we strengthened our nation's safe food and clean drinking water laws; we protected some of America's rarest, most beautiful land in Utah's Red Rocks region, created three new national parks in the California desert, and began to restore the Florida Everglades."
1997-02-04,19,"Tonight, I announce that this year I will designate 10 American Heritage Rivers, to help communities alongside them revitalize their waterfronts and clean up pollution in the rivers, proving once again that we can grow the economy as we protect the environment."
1997-02-04,19,"Tonight, I announce that this year I will designate 10 American Heritage Rivers, to help communities alongside them revitalize their waterfronts and clean up pollution in the rivers, proving once again that we can grow the economy as we protect the environment."
1997-02-04,19,"Tonight, I announce that this year I will designate 10 American Heritage Rivers, to help communities alongside them revitalize their waterfronts and clean up pollution in the rivers, proving once again that we can grow the economy as we protect the environment."
1997-02-04,19,"We must also protect our global environment, working to ban the worst toxic chemicals and to reduce the greenhouse gases that challenge our health even as they change our climate."
1997-02-04,19,"We must also protect our global environment, working to ban the worst toxic chemicals and to reduce the greenhouse gases that challenge our health even as they change our climate."
1997-02-04,19,"We must also protect our global environment, working to ban the worst toxic chemicals and to reduce the greenhouse gases that challenge our health even as they change our climate."
1997-02-04,19,And I call on Congress to fund our share of the agreement under which North Korea must continue to freeze and then dismantle its nuclear weapons program.
1997-02-04,19,"I will go to China, and I have invited China's President to come here, not because we agree on everything but because engaging China is the best way to work on our common challenges like ending nuclear testing and to deal frankly with our fundamental differences like human rights."
1997-02-04,19,"In the past four years, we agreed to ban—we led the way to a worldwide agreement to ban nuclear testing."
1997-02-04,19,"With Russia, we dramatically cut nuclear arsenals, and we stopped targeting each others citizens."
1997-02-04,19,We are acting to prevent nuclear materials from falling into the wrong hands and to rid the world of landmines.
1982-08-16,0,
1988-12-16,5,The INF treaty is the first accord in history to eliminate an entire class of U.S. and Soviet nuclear missiles.
1988-12-16,5,"And so, too, there's progress on nuclear-testing agreements and chemical weapons, and we're about to begin new negotiations on the conventional balance in Europe."
1988-12-16,5,There can be little doubt that in the decade of the eighties the cause of freedom and human rights has prospered and the specter of nuclear war has been pushed back because the democracies have recovered their strength -- their compass.
1988-12-16,5,The same idea that so energized Mr. Jefferson and the other founders of this nation -- the idea of popular government -- has driven the revival of the West and a renewal of its values and its beliefs in itself.
1988-12-16,5,"Well, you know, in Hollywood if you don't sing or dance, you wind up as an after-dinner speaker."
2002-01-29,6,"We have found diagrams of American nuclear powerplants and public water facilities, detailed instructions for making chemical weapons, surveillance maps of American cities, and thorough descriptions of landmarks in America and throughout the world."
2002-01-29,6,"And second, we must prevent the terrorists and regimes who seek chemical, biological, or nuclear weapons from threatening the United States and the world."
2002-01-29,6,The Iraqi regime has plotted to develop anthrax and nerve gas and nuclear weapons for over a decade.
2002-01-29,6,"This Congress must act to encourage conservation, promote technology, build infrastructure, and it must act to increase energy production at home so America is less dependent on foreign oil."
2002-01-29,6,"Members, you and I will work together in the months ahead on other issues: productive farm policy; a cleaner environment; broader homeownership, especially among minorities; and ways to encourage the good work of charities and faith-based groups."
2002-01-29,6,"Members, you and I will work together in the months ahead on other issues: productive farm policy; a cleaner environment; broader homeownership, especially among minorities; and ways to encourage the good work of charities and faith-based groups."
2020-06-01,0,
1982-06-17,11,"More than a hundred disputes have disturbed the peace among nations since World War II, and today the threat of nuclear disaster hangs over the lives of all our people."
1982-06-17,11,"In the nuclear era, the major powers bear a special responsibility to ease these sources of conflict and to refrain from aggression."
1982-06-17,11,"While we exercised unilateral restraint, they forged ahead and today possess nuclear and conventional forces far in excess of an adequate deterrent capability."
1982-06-17,11,Otherwise we're building a paper castle that will be blown away by the winds of war.
1982-06-17,11,"In 1946, in what became known as the Baruch plan, the United States submitted a proposal for control of nuclear weapons and nuclear energy by an international authority."
1982-06-17,11,"This treaty ended nuclear weapons testing in the atmosphere, outer space, or under water by participating nations."
1982-06-17,11,The United States played a major role in this key effort to prevent the spread of nuclear explosives and to provide for international safeguards on civil nuclear activities.
1982-06-17,11,"In February, our negotiating team in Geneva offered the Soviet Union a draft treaty on intermediate-range nuclear forces."
1982-06-17,11,"Based on a U.S. proposal, a committee has been formed to examine these issues as they relate to restrictions on nuclear testing."
1982-06-17,11,"While substantial information on U.S. activities and forces in these areas already is provided, I believe that jointly and regularly sharing information would represent a qualitative improvement in the strategic nuclear environment and would help reduce the chance of misunderstandings."
1982-06-17,11,"While substantial information on U.S. activities and forces in these areas already is provided, I believe that jointly and regularly sharing information would represent a qualitative improvement in the strategic nuclear environment and would help reduce the chance of misunderstandings."
2020-01-08,5,"As long as I am President of the United States, Iran will never be allowed to have a nuclear weapon."
2020-01-08,5,"Iran has been the leading sponsor of terrorism, and their pursuit of nuclear weapons threatens the civilized world."
2020-01-08,5,"Iran’s hostilities substantially increased after the foolish Iran nuclear deal was signed in 2013, and they were given $150 billion, not to mention $1.8 billion in cash."
2020-01-08,5,"The very defective JCPOA expires shortly anyway, and gives Iran a clear and quick path to nuclear breakout."
2020-01-08,5,Iran must abandon its nuclear ambitions and end its support for terrorism.
2001-01-18,5,"You, the American people, have made our passage into the global information age an era of great American renewal."
2001-01-18,5," In all the work I have done as President—every decision I have made, every executive action I have taken, every bill I have proposed and signed—I've tried to give all Americans the tools and conditions to build the future of our dreams in a good society with a strong economy, a cleaner environment, and a freer, safer, more prosperous world."
2001-01-18,5," In all the work I have done as President—every decision I have made, every executive action I have taken, every bill I have proposed and signed—I've tried to give all Americans the tools and conditions to build the future of our dreams in a good society with a strong economy, a cleaner environment, and a freer, safer, more prosperous world."
2001-01-18,5,Our air and water are cleaner.
2001-01-18,5,"But the forces of integration that have created these good opportunities also make us more subject to global forces of destruction, to terrorism, organized crime and narcotrafficking, the spread of deadly weapons and disease, the degradation of the global environment."
2022-02-24,2,And a second question I’ll just give to you now: This statement that he gave last night will—that the We-—the threat that he gave—the West “will face consequences greater than any you have faced in history.” Is he threatening a nuclear strike?
2022-02-24,2," THE PRESIDENT: First of all, there’s no doubt that when a major nuclear power attacks and invades another country that the world is going to respond and markets are going to respond all over the world."
1990-08-08,0,
1974-02-25,5," As far as the entire situation is concerned, I am able to report tonight that as a result of the cooperation of the American people, as a result, too, of our own energy conservation program within the Government, that I now believe confidently that there is much better than an even chance that there will be no need for gas rationing in the United States."
1974-02-25,5," And that is why I again urge the Congress to act responsibly on the measures that we have presented to the Congress to deal with the problem of price and profits through the windfall profits measure that we have submitted and to deal with the problem of gas shortage overall by getting more supplies, and that means the deregulation of natural gas so that it is competitive as far as price is concerned; the amendment of some of our environmental actions so that we can use more coal and thereby take some of the pressure off of the demands for gasoline and other fuels; the deepwater ports; and the other measures that I have mentioned on many occasions to the Nation and also before members of the press."
1974-02-25,5," And that is why I again urge the Congress to act responsibly on the measures that we have presented to the Congress to deal with the problem of price and profits through the windfall profits measure that we have submitted and to deal with the problem of gas shortage overall by getting more supplies, and that means the deregulation of natural gas so that it is competitive as far as price is concerned; the amendment of some of our environmental actions so that we can use more coal and thereby take some of the pressure off of the demands for gasoline and other fuels; the deepwater ports; and the other measures that I have mentioned on many occasions to the Nation and also before members of the press."
1974-02-25,5," On the other hand, I look back to the years of confrontation, and I find that men like him, as a matter of fact, rather than being sent to Paris, would have been sent to Siberia or probably worse."
1974-02-25,5," In a nutshell, this is what we have to consider: Do we want to go back to a period when the United States and the Soviet Union, the two great super powers, stood in confrontation against each other and risk a runaway nuclear arms race and also crisis in Berlin, in the Mideast, even again in Southeast Asia or other places of the world, or do we want to continue on a path in which we recognize our differences but try to recognize also the fact that we must either live together or we will all die together?"
1991-02-27,0,
1983-03-08,6,"There's a great spiritual awakening in America, a renewal of the traditional values that have been the bedrock of America's goodness and greatness."
1983-03-08,6,I repeat: America is in the midst of a spiritual awakening and a moral renewal.
1983-03-08,6,"I intend to do everything I can to persuade them of our peaceful intent, to remind them that it was the West that refused to use its nuclear monopoly in the forties and fifties for territorial gain and which now proposes 50-percent cut in strategic ballistic missiles and the elimination of an entire class of land-based, intermediate-range nuclear missiles."
1983-03-08,6,But we can assure none of these things America stands for through the so-called nuclear freeze solutions proposed by some.
1983-03-08,6,"So, in your discussions of the nuclear freeze proposals, I urge you to beware the temptation of pride—the temptation of blithely declaring yourselves above it all and label both sides equally at fault, to ignore the facts of history and the aggressive impulses of an evil empire, to simply call the arms race a giant misunderstanding and thereby remove yourself from the struggle between right and wrong and good and evil."
1983-03-08,6,"I ask you to resist the attempts of those who would have you withhold your support for our efforts, this administration's efforts, to keep America strong and free, while we negotiate real and verifiable reductions in the world's nuclear arsenals and one day, with God's help, their total elimination."
2006-01-31,11,"The Iranian government is defying the world with its nuclear ambitions, and the nations of the world must not permit the Iranian regime to gain nuclear weapons."
2006-01-31,11,"Since 2001, we have spent nearly $10 billion to develop cleaner, cheaper, and more reliable alternative energy sources."
2006-01-31,11,"So tonight I announce the Advanced Energy Initiative—a 22-percent increase in clean-energy research—at the Department of Energy, to push for breakthroughs in two vital areas."
2006-01-31,11,"To change how we power our homes and offices, we will invest more in zero-emission coal-fired plants, revolutionary solar and wind technologies, and clean, safe nuclear energy."
2006-01-31,11,"To change how we power our homes and offices, we will invest more in zero-emission coal-fired plants, revolutionary solar and wind technologies, and clean, safe nuclear energy."
2006-01-31,11,"To change how we power our homes and offices, we will invest more in zero-emission coal-fired plants, revolutionary solar and wind technologies, and clean, safe nuclear energy."
2006-01-31,11,"To change how we power our homes and offices, we will invest more in zero-emission coal-fired plants, revolutionary solar and wind technologies, and clean, safe nuclear energy."
2006-01-31,11,"To change how we power our homes and offices, we will invest more in zero-emission coal-fired plants, revolutionary solar and wind technologies, and clean, safe nuclear energy."
2006-01-31,11,We will increase our research in better batteries for hybrid and electric cars and in pollution-free cars that run on hydrogen.
2006-01-31,11,We will increase our research in better batteries for hybrid and electric cars and in pollution-free cars that run on hydrogen.
2006-01-31,11,"By applying the talent and technology of America, this country can dramatically improve our environment, move beyond a petroleum-based economy, and make our dependence on Middle Eastern oil a thing of the past."
1984-01-29,0,
2017-02-28,3, We want all Americans to succeed –- but that can't happen in an environment of lawless chaos.
2017-02-28,3, Governor Matt Bevin of Kentucky just said Obamacare is failing in his State -- it is unsustainable and collapsing.
2017-02-28,3,"My administration wants to work with members in both parties to make childcare accessible and affordable, to help ensure new parents have paid family leave, to invest in women's health, and to promote clean air and clear water, and to rebuild our military and our infrastructure."
1976-08-19,5,It is rooted in our mutual commitment of our citizens and leaders in the highest standards of ethics and morality and in the spiritual renewal which our Nation is undergoing right now.
1976-08-19,5,"We will encourage urban programs which assure safety in the streets, create healthy environments, and restore neighborhood pride."
1976-08-19,5, We will create a climate in which our economy will provide a meaningful job for everyone who wants to work and a decent standard of life for all Americans.
1976-08-19,5,We will build a safer and saner world through patient negotiations and dependable arms agreements which reduce the danger of conflict and horror of thermonuclear war.
1976-08-19,5," I see a new generation that knows what is right and knows itself, a generation determined to preserve its ideals, its environment, our Nation, and the world."
1993-01-05,2,"Thanks to historic treaties such as that START II pact just reached with Russia, the likelihood of nuclear holocaust is vastly diminished."
1993-01-05,2,Leadership therefore also involves working with the Congress and the American people to provide the essential domestic underpinning if U.S. military commitments are to be sustainable.
1981-11-18,16,"Our military might was at its peak, and we alone had the ultimate weapon, the nuclear weapon, with the unquestioned ability to deliver it anywhere in the world."
1981-11-18,16,"Some young people question why we need weapons, particularly nuclear weapons, to deter war and to assure peaceful development."
1981-11-18,16,"No NATO weapons, conventional or nuclear, will ever be used in Europe except in response to attack."
1981-11-18,16,But the momentum of the continuing Soviet military buildup threatens both the conventional and the nuclear balance.
1981-11-18,16,"During a period when NATO deployed no new intermediate-range nuclear missiles and actually withdrew 1,000 nuclear warheads, the Soviet Union deployed more than 750 nuclear warheads on the new SS20 missiles alone."
1981-11-18,16,I would like to discuss more specifically the growing threat to Western Europe which is posed by the continuing deployment of certain Soviet intermediate-range nuclear missiles.
1981-11-18,16,"Rather, it provides a vital link between conventional shorter-range nuclear forces in Europe and intercontinental forces in the United States."
1981-11-18,16,"So, we and our allies are proceeding to modernize NATO's nuclear forces of intermediate range to meet increased Soviet deployments of nuclear systems threatening Western Europe."
1981-11-18,16,The United States proposes the mutual reduction of conventional intermediate-range nuclear and strategic forces.
1981-11-18,16,"As part of the 1979 two-track decision, NATO made a commitment to seek arms control negotiations with the Soviet Union on intermediate range nuclear forces."
1981-11-18,16,"I have informed President Brezhnev that when our delegation travels to the negotiations on intermediate range, land-based nuclear missiles in Geneva on the 30th of this month, my representatives will present the following proposal: The United States is prepared to cancel its deployment of Pershing II and ground-launch cruise missiles if the Soviets will dismantle their SS-20, SS-4, and SS-5 missiles."
1981-11-18,16,"With Soviet agreement, we could together substantially reduce the dread threat of nuclear war which hangs over the people of Europe."
1981-11-18,16,"During the past 6 years while the United States deployed no new intermediate-range missiles and withdrew 1,000 nuclear warheads from Europe, the Soviet Union deployed 750 warheads on mobile, accurate ballistic missiles."
1981-11-18,16,The Soviets assert that a balance of intermediate range nuclear forces already exists.
1981-11-18,16,"Well, as this map demonstrates, the SS-20s, even if deployed behind the Urals, will have a range that puts almost all of Western Europe-the great cities-Rome, Athens, Paris, London, Brussels, Amsterdam, Berlin, and so many more-all of Scandinavia, all of the Middle East, all of northern Africa, all within range of these missiles which, incidentally, are mobile and can be moved on shorter notice."
1981-11-18,16,"Now, I have informed President Brezhnev that we will seek to negotiate substantial reductions in nuclear arms which would result in levels that are equal and verifiable."
2020-01-24,0,
2020-06-13,0,
1981-05-17,0,
2021-09-09,0,
2001-01-20,3,"Now it is a seed upon the wind, taking root in many nations."
2001-01-20,3,"Do you not think an angel rides in the whirlwind and directs this storm?""  Much time has passed since Jefferson arrived for his inauguration."
2001-01-20,3,And an angel still rides in the whirlwind and directs this storm.
2011-05-01,0,
1992-10-11,25,Kids go to bed at night without the same fear of nuclear war.
1992-10-11,25,"So I would say just look at all three of us, decide who you think will do the job, pick that person in November, because, believe me, as I've said before, the party's over, and it's time for the cleanup crew."
1992-10-11,25,We never would have got there if we'd gone for the nuclear-freeze crowd; never would have got there if we'd listened to those that wanted to cut defense spending.
1992-10-11,25,"We've got to clean this mess up, leave this country in good shape, and pass on the American dream to them."
1992-10-11,25,"I want to take every dollar by which we reduced defense and reinvest it in technologies for the 21st century: in new transportation, in communication, and environmental cleanup technologies."
1992-10-11,25,"I want to take every dollar by which we reduced defense and reinvest it in technologies for the 21st century: in new transportation, in communication, and environmental cleanup technologies."
1992-10-11,25,"Step one: You want to put America back to work, clean up the small business problem."
1992-10-11,25,"Have a third task force on new industries of the future to make sure we nail those for our country, and they don't wind up in Europe and Asia."
1992-10-11,25,Our international competitors that are cleaning our plate have an intelligent relationship between Government and business and a supportive relationship.
1992-10-11,25,"Mr. Perot, in the post-cold-war environment, what should be the overriding U.S. national interest?"
1992-10-11,25,"Third, we've got all kinds of agreements on paper and some that are being executed on getting rid of nuclear warheads."
1992-10-11,25,"You've got every rich Middle Eastern country over there trying to buy nuclear weapons, as you well know."
1992-10-11,25,"We've got some agreements on the nuclear, but we don't have those things put away yet."
1992-10-11,25,"Number two, we've got to take care of this missile situation and try to get the nuclear war behind us and give that a very high priority."
1992-10-11,25,"We need to continue the negotiations to reduce nuclear arsenals in the Soviet Union, the former Soviet Union, and the United States."
1992-10-11,25,"And thank God it has, because the parents of these young people around here go to bed at night without the same fear of nuclear war."
1992-10-11,25,We didn't listen to the nuclear freeze crowd.
1992-10-11,25,They rewarded him by opening negotiations with Iran to transfer nuclear technology.
1992-10-11,25,"Mr. President, how can you watch the killing in Bosnia and the ethnic cleansing, or the starvation and anarchy in Somalia, and not want to use America's might, if not America's military, to try to end that kind of suffering?"
1992-10-11,25,I'm concerned about ethnic cleansing.
1992-10-11,25,"I think we have to consider whether or not we should lift the arms embargo now on the Bosnians, since they are in no way in a fair fight with a heavily armed opponent bent on ethnic cleansing."
1992-10-11,25,"But if we sit around blowing all this energy out the window on racial strife and hatred, we are stuck with a sure loser, because we have been a melting pot."
1992-10-11,25,"I saw the winds of hatred divide people and keep the people of my State poorer than they would have been, spiritually and economically."
1992-10-11,25,I think the biggest dividend of making these tough calls is the fact that we are less afraid of nuclear war.
1992-10-11,25,Every parent out there has much less worry that their kids are going to be faced with nuclear holocaust.
2024-01-05,2,"  For the first time on our history, insurrectionists had come to stop the peaceful transfer of power in America — first time — smashing windows, shattering doors, attacking the police."
2024-01-05,2,"  Outside, gallows were erected as the MAGA crowd chanted, “Hang Mike Pence.”Inside, they hunted for Speaker Pelosi [of] the House, was chanting, as they marched through and smashed windows, “Where’s Nancy?”Over 140 police officers were injured."
1990-07-26,1,"The ADA is a dramatic renewal not only for those with disabilities but for all of us, because along with the precious privilege of being an American comes a sacred duty to ensure that every other American's rights are also guaranteed."
1975-05-27,4, The Congress has concentrated its attention on conservation measures such as a higher gasoline tax.
1975-05-27,4,Natural gas production is starting to dwindle.
1975-05-27,4,"Along with it, I will urge the Congress to pass a windfall profits tax with a plowback provision."
1975-05-27,4," These two measures would prevent unfair gains by oil companies from decontrol prices, furnish a substantial incentive to increase domestic energy production, and encourage conservation."
2018-02-23,10,"And we’ve ended the war on beautiful, clean coal."
2018-02-23,10,We knocked out the Paris Climate Accord.
2018-02-23,10,"Russia, they’re allowed to go back into the 1990s, which was not a clean environmental time."
2018-02-23,10,"Russia, they’re allowed to go back into the 1990s, which was not a clean environmental time."
2018-02-23,10,"So, folks, if you don’t mind—I’ll tell you what—it’s amazing how many people understood the Paris Accord, because it sounds so good."
2018-02-23,10,It’s like some of the environmental regulations that I cut—they have the most beautiful titles.
2018-02-23,10,"If you had a puddle on your land, they called it a lake for the purposes of environmentals."
2018-02-23,10,(Applause.) We declined to certify the terrible one-sided Iran nuclear deal.
2018-02-23,10,"Because they’ll sneak in through a window, they’ll sneak in some way."
2018-02-23,10,"And thanks to our massive tax cuts, millions of Americans are getting to keep a great percentage of their money instead of paying it to a government that throws it out the window."
1974-09-16,0,
1975-01-15,16,"Obviously, voluntary conservation continues to be essential, but tougher programs are needed—and needed now."
1975-01-15,16,I urge the Congress to enact a windfall profits tax by that date to ensure that oil producers do not profit unduly.
1975-01-15,16,"The sooner Congress acts, the more effective the oil conservation program will be and the quicker the federal revenues can be returned to our people."
1975-01-15,16,"I want you to know that before deciding on my energy conservation program, I considered rationing and higher gasoline taxes as alternatives."
1975-01-15,16,"It is the intent of this administration to move ahead with exploration, leasing, and production on those frontier areas of the Outer Continental Shelf where the environmental risks are acceptable."
1975-01-15,16,We must strike a reasonable compromise on environmental concerns with coal.
1975-01-15,16,I am submitting Clean Air [Act] amendments which will allow greater coal use without sacrificing clean air goals.
1975-01-15,16,I am proposing a number of actions to energize our nuclear power program.
1975-01-15,16,I will submit legislation to expedite nuclear leasing [licensing] and the rapid selection of sites.
1975-01-15,16,"In recent months, utilities have cancelled or postponed over 60 percent of planned nuclear expansion and 30 percent of planned additions to non-nuclear capacity."
1975-01-15,16,"I therefore propose to the Congress: legislation to make thermal efficiency standards mandatory for all new buildings in the United States; a new tax credit of up to $150 for those homeowners who install insulation equipment; the establishment of an energy conservation program to help low-income families purchase insulation supplies; legislation to modify and defer automotive pollution standards for five years, which will enable us to improve automobile gas mileage by 40 percent by 1980."
1975-01-15,16,"I therefore propose to the Congress: legislation to make thermal efficiency standards mandatory for all new buildings in the United States; a new tax credit of up to $150 for those homeowners who install insulation equipment; the establishment of an energy conservation program to help low-income families purchase insulation supplies; legislation to modify and defer automotive pollution standards for five years, which will enable us to improve automobile gas mileage by 40 percent by 1980."
1975-01-15,16,"Within the next 10 years, my program envisions: 200 major nuclear powerplants; 250 major new coal mines; 150 major coal-fired powerplants; 30 major new [oil] refineries; 20 major new synthetic fuel plants; the drilling of many thousands of new oil wells; the insulation of 18 million homes; and the manufacturing and the sale of millions of new automobiles, trucks, and buses that use much less fuel."
1975-01-15,16,Revenues of some $30 billion from higher energy taxes designed to encourage conservation must be refunded to the American people in a manner which corrects distortions in our tax system wrought by inflation.
1975-01-15,16,"In a world of 150 nations, where nuclear technology is proliferating and regional conflicts continue, international security cannot be taken for granted."
1975-01-15,16,Our relations with the Communist countries are a basic factor of the world environment.
1993-11-13,1,"Yes, the biggest threat that all of us grew up under, communism and nuclear war, communism gone, nuclear war receding."
2019-09-24,6,It is why we in the United States have embarked on an exciting program of national renewal.
2019-09-24,6,At the center of our vision for national renewal is an ambitious campaign to reform international trade.
2019-09-24,6,"At the same time, the regime is squandering the nation’s wealth and future in a fanatical quest for nuclear weapons and the means to deliver them."
2019-09-24,6,"To stop Iran’s path to nuclear weapons and missiles, I withdrew the United States from the terrible Iran nuclear deal, which has very little time remaining, did not allow inspection of important sites, and did not cover ballistic missiles."
2019-09-24,6,"I have told Kim Jong Un what I truly believe: that, like Iran, his country is full of tremendous untapped potential, but that to realize that promise, North Korea must denuclearize."
2019-09-24,6,"Mass illegal migration is unfair, unsafe, and unsustainable for everyone involved: the sending countries and the depleted countries."
1993-12-08,7," I do want to say, also, a special word of thanks to all the citizens who helped us, the business leaders, the labor folks, the environmental people who came out and worked through this-many of them at great criticism, particularly in the environmental movement—and some of the working people who helped it."
1993-12-08,7," I believe we have made a decision now that will permit us to create an economic order in the world that will promote more growth, more equality, better preservation of the environment, and a greater possibility of world peace."
1993-12-08,7,The environmental and labor side agreements negotiated by our administration will make this agreement a force for social progress as well as economic growth.
1993-12-08,7,But for too many those same winds of change have worn away at file basis of their security.
1993-12-08,7,"The United States must seek nothing less than a new trading system that benefits all nations through robust commerce but that protects our middle class and gives other nations a chance to grow one, that lifts workers and the environment up without dragging people down, that seeks to ensure that our policies reflect our values."
1993-12-08,7,We are determining that dynamic trade cannot lead to environmental despoliation.
1993-12-08,7,We will seek new institutional arrangements to ensure that trade leaves the world cleaner than before.
1989-02-09,15," If we're to protect our future, we need a new attitude about the environment."
1989-02-09,15,"It will include a plan to reduce by date certain the emissions which cause acid rain, because the time for study alone has passed, and the time for action is now."
1989-02-09,15,We must make use of clean coal.
1989-02-09,15,"My budget contains full funding, on schedule, for the clean coal technology agreement that we've made with Canada."
1989-02-09,15,But we must use caution; we must respect the environment.
1989-02-09,15,Action on these three lease sales will await the conclusion of a special task force set up to measure the potential for environmental damage.
1989-02-09,15,I want faster cleanups and tougher enforcement of penalties against polluters.
1989-02-09,15, We face a massive task in cleaning up the waste left from decades of environmental neglect at America's nuclear weapons plants.
1989-02-09,15, We face a massive task in cleaning up the waste left from decades of environmental neglect at America's nuclear weapons plants.
1989-02-09,15, We face a massive task in cleaning up the waste left from decades of environmental neglect at America's nuclear weapons plants.
1989-02-09,15,"But beyond that, we must clean up the old mess that's been left behind."
1989-02-09,15,"This will allow us to identify the exact nature of the various problems so we can clean them up, and clean them up we will."
1989-02-09,15,And the spread of nuclear weapons must be stopped.
1989-02-09,15,Our diplomacy must work every day against the proliferation of nuclear weapons.
1989-02-09,15," And I, too, shall begin a trip shortly to the far reaches of the Pacific Basin, where the winds of democracy are creating new hope and the power of free markets is unleashing a new force."
1992-01-28,4,"And they won't have, as my children did, air raid drills in which they crawl under their desks and cover their heads in case of nuclear war."
1992-01-28,4,Tonight I can tell you of dramatic changes in our strategic nuclear force.
1992-01-28,4,I remind you this evening that I have asked for your support in funding a program to protect our country from limited nuclear missile attack.
1992-01-28,4,We must have this protection because too many people in too many countries have access to nuclear arms.
2020-10-26,0,
1986-04-14,0,
2001-09-22,1,"America will never forget the sounds of our National Anthem playing at Buckingham Palace, on the streets of Paris, and at Berlin's Brandenburg Gate."
1988-05-31,4,"Perhaps most exciting are the winds of change that are blowing over the People's Republic of China, where one-quarter of the world's population is now getting its first taste of economic freedom."
1988-05-31,4,"The INF treaty, which General Secretary Gorbachev and I signed last December in Washington and whose instruments of ratification we will exchange tomorrow—the first true nuclear arms reduction treaty in history, calling for the elimination of an entire class of U.S. and Soviet nuclear missiles."
1988-05-31,4,"In this Moscow spring, this May 1988, we may be allowed that hope: that freedom, like the fresh green sapling planted over Tolstoy's grave, will blossom forth at last in the rich fertile soil of your people and culture."
1988-05-31,4,"My dream has always been that once we've started down this road, we can look forward to a day—you can look forward to a day—when there will be no more nuclear weapons in the world at all."
1989-01-20,1," A President is neither prince nor pope, and I don't seek a window on men's souls."
1999-03-24,1," Hopefully, Mr. Milosevic will realize his present course is self-destructive and unsustainable."
